"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","threshold","batch","Sample","Condition","Batch","Batch2","AB","Bacs","file_ID","Replicate","Replicate_Number"
"1",-4.81291621280498,-10.5948625470933,-2.72503854815629,-4.46081828185457,0.185382146058793,1.68143865266621,-5.57187687226606,0.64170109625143,-0.228742917935668,2.47047912781807,-2.14439116427383,4.5088673938245,-6.849385597762,1.33051164178646,-1.21633172427454,1.81367035543614,-0.829478402837559,2.31047259932294,1.14835866071367,-0.403630810945284,-2.01767389604028,0.221691632587031,-1.40594442017924,0.384967680297465,2.13544459892745e-14,"thrld = 0","with batch","G05271","GF","a","a","yes","no","G05271_salmon","GF.1",1
"2",13.9968409313571,-20.0511241028773,-0.561739204177845,18.4108280275715,-10.9319908235803,1.92261894368932,-0.856250332903476,1.63367580612923,-2.38974981935884,-0.639847838491176,0.0142871192457888,0.288194586448204,0.90513269810057,0.212770144233776,0.984636269071981,-0.442320820010279,-0.133297112413393,-0.185279128195933,-0.204285454667968,0.395867379207984,-0.761655601829773,0.0719246050481195,-0.470890722040708,0.106044160010512,2.11983208764366e-14,"thrld = 0","with batch","G05272","bA.A","a","e","yes","bac","G05272_salmon","bA.A.1",1
"3",7.12663134575171,2.894788398634,6.68907123284051,-3.78295744044901,-3.71922832673614,-6.01870121533877,-1.8099687190732,1.70637783098449,-6.16349641324907,0.410502793062625,-5.11014858150789,-4.91665577050832,-0.0407679764818144,2.46741825340065,-3.51403970693216,0.45871954926458,-0.676555414173875,1.15324811098724,0.771797747758113,1.76943395241143,2.12161955151072,0.927495022141796,0.423829128871635,0.0169274717578735,2.06995878770933e-14,"thrld = 0","with batch","G05273","bJ.A","a","a","yes","bac","G05273_salmon","bJ.A.1",1
"4",10.4853150269179,2.40923030728545,-2.47518451452396,4.11411155681707,5.18983504748822,-4.63535865915667,3.33997852489892,-3.19610222687976,-2.45163831626121,4.02329124189538,-0.89345982427354,5.10019838726312,0.737571887625166,0.75069659312914,-2.40412961996882,1.45168743764552,0.962085832340746,-1.99940950080038,-3.65149320591731,-1.1210390338643,2.41637922791898,-1.78156730648128,-1.30435536916787,-0.838181051666446,2.06258621293642e-14,"thrld = 0","with batch","G05274","bA.A","a","b","yes","bac","G05274_salmon","bA.A.2",2
"5",-25.7189268310799,7.81436220671562,6.31527669776515,4.5881510769099,-0.349978852239466,-4.54320042168774,-0.0132903923220686,3.15342798270335,0.948727553401333,1.09962351811181,-4.05032796131623,-2.61896677480765,-1.07736021716791,0.349462910151349,4.32456266183971,1.65751503670602,2.81354357972704,-1.29509885394782,0.0325169918392278,-2.84216318632327,-1.1875408616133,-2.19816532159164,-0.118294855329645,0.126292416458522,2.04753748678232e-14,"thrld = 0","with batch","G05275","wt","a","b","no","bac","G05275_salmon","wt.1",1
"6",-1.22379789484897,10.298909291621,-14.2427033347284,-1.0583881714948,-2.15285219940004,0.717341517126465,-1.75069908845622,-0.605277403816935,1.69447916806256,1.92830054787026,-0.683910701071401,0.520436802789924,1.22233564220332,3.26310190599713,3.68807808841855,-2.23424176618257,0.348232783757435,1.08873940928297,0.213241218915068,2.42417791937644,2.12626043812591,-0.503489778814004,-1.25411231976549,3.32037081807412,2.00742200640036e-14,"thrld = 0","with batch","G05276","GF","a","d","yes","no","G05276_salmon","GF.2",2
"7",12.1889107486552,-7.8878970606796,-3.99883324127677,5.13663502743156,7.24960968779779,-6.46846929426632,4.25777780141528,-4.99427962382347,5.72966331143101,1.69904063429026,-1.1998528574367,-4.09422237905589,-2.48615508810126,-2.2524611963354,-1.18119157298878,-1.59340836645345,-0.579951927772559,0.854704053067938,0.913093091484246,1.8643882219343,-1.45141603371024,-1.24975547810077,1.18710099166319,0.431317458004031,2.02199368359857e-14,"thrld = 0","with batch","G05277","bA.A","a","c","yes","bac","G05277_salmon","bA.A.3",3
"8",-3.07481755644094,-3.85993688947006,9.48690951602956,-4.64792878759944,-5.56436353557468,-7.45526642481022,-2.21621725365184,4.3038652416575,3.64529069301359,6.27831845120553,5.09164200630544,1.27300004750095,0.781132229920924,-2.41059957725433,-0.151906915956884,-2.90604091521525,0.60901793668292,0.126987583177246,0.425003054058316,-0.0988892650988872,0.990957279282002,1.24572449472075,-0.787171995269737,-0.282976859712867,2.00317193388422e-14,"thrld = 0","with batch","G05278","bJ.A","a","e","yes","bac","G05278_salmon","bJ.A.2",2
"9",-32.3966998398173,-6.02458274657698,0.584251763067921,2.82863285475032,4.95015434646223,5.91370336257833,8.41836701580464,-1.00692407264659,-3.61820602614022,3.11177185633272,2.35066856704346,-1.4015327286607,1.97438900641093,1.5058414216395,-1.87769374666326,-1.05603624851923,-0.534472721218378,2.4550512319638,2.18265405714894,-0.786009171439544,-0.047341394658721,0.345564147737975,-1.31959633151408,-0.0791810183789455,1.71824360295503e-14,"thrld = 0","with batch","G05279","wt","a","c","no","bac","G05279_salmon","wt.2",2
"10",13.9637423080115,3.4545929840744,7.10717661484938,-0.267960134072308,2.60926061705595,5.45217950054863,-1.0115802487344,1.1623578274597,-0.419727819762624,-0.539568144807854,1.04429892019144,-0.610789850773615,0.945955730268085,-3.72646863784261,-2.7385460041456,2.22969900834744,1.88431378275574,-0.210003670187159,0.130552048632328,-1.45795868589469,-0.172509146687946,-0.194681522398704,0.0162450622927902,4.89281104507765,1.91821385164825e-14,"thrld = 0","with batch","G05280","bE.A","a","f","yes","bac","G05280_salmon","bE.A.1",1
