"","Replicate","Batch.x","Threshold","PC1","PC2","Stress","Sample","Condition","Batch.y","Batch2","AB","Bacs","file_ID","Replicate_Number"
"189","wt.4","with Batch",3,12.4318289999086,6.88784586778505,9.84793335279049,"G05291","wt","b","e","no","bac","G05291_salmon",4
"190","wt.4","w/o Batch",3,-13.8870595471956,4.56341246929767,10.5206950795363,"G05291","wt","b","e","no","bac","G05291_salmon",4
"191","wt.4","with Batch",10,12.4646585490216,6.86066994786867,9.70443239753736,"G05291","wt","b","e","no","bac","G05291_salmon",4
"192","wt.4","w/o Batch",10,-14.0368218724661,4.59222106924149,10.1965163307837,"G05291","wt","b","e","no","bac","G05291_salmon",4
"193","wt.5","with Batch",0,5.35726719610092,4.12838521468229,9.75993138621074,"G05293","wt","b","a","no","bac","G05293_salmon",5
"194","wt.5","w/o Batch",0,-6.63540134700222,2.7693589069302,10.4953061044631,"G05293","wt","b","a","no","bac","G05293_salmon",5
"195","wt.5","with Batch",1,5.28400065633444,4.15656302016177,9.74281922430515,"G05293","wt","b","a","no","bac","G05293_salmon",5
"196","wt.5","w/o Batch",1,-6.64700834604551,2.83543565398084,10.3290309838624,"G05293","wt","b","a","no","bac","G05293_salmon",5
"197","wt.5","with Batch",3,5.25065253649776,4.26122852353851,9.84793335279049,"G05293","wt","b","a","no","bac","G05293_salmon",5
"198","wt.5","w/o Batch",3,-6.63006820189137,2.65054679979707,10.5206950795363,"G05293","wt","b","a","no","bac","G05293_salmon",5
"199","wt.5","with Batch",10,5.20904883188468,4.11040834431601,9.70443239753736,"G05293","wt","b","a","no","bac","G05293_salmon",5
"200","wt.5","w/o Batch",10,-6.55394910819476,3.02649992422557,10.1965163307837,"G05293","wt","b","a","no","bac","G05293_salmon",5
