UniqueCount	AmbigCount
8	85
0	0
0	12
17	28
337	97
736	455
335	131
0	0
116	43
818	161
0	17
15	62
5	6
2	14
3	1
1	1
78	50
713	7
768	6
392	30
41	3
76	0
328	73
636	14
518	430
576	4
1	0
0	10
44	0
218	0
1899	1497
200	326
81	106
24	0
348	104
252	3
1438	22
4011	46
131	0
97	14
507	609
5478	104
1372	163
2380	23
44390	387
332	27
1075	15
4046	42
84	1
129	491
4938	42
277	3
447	2
48	26269
9	338
15	199
439	10
365	5
281	6
2508	38
210	4
65	1
450	5
25	0
1251	13
357	5
107	13
167	63
42180	27088
154	24
251	85
64	0
103	6
341	6
90	5
715	265
252	4
1038	8
666	12
903	186
365	6
17	0
18	11685
6	0
636	7
166	5
13	5
389	6
32	72
127	69
107	0
20	0
154	3
4	0
1283	10
569	269
35	266
117	317
81	28
491	2
493	3
200	1
2451	31
408	7
139	0
1282	13
72	0
2068	106
327	3
700	8
376	26
172	0
10	33730
3199	12069
108	22
8	69842
9	726244
13	136350
1	3
23	130
3	345571
6	739732
152	141
4	269640
2	13
866	28
1769	39
1351	23
758	541
4	444
425	1
35	7133
115	3
151	2
173	0
461	3
51	0
51	4886
137	3
634	6
206	2
117	0
98	0
186	6
9	1
16	1
33	1
47	4
36	28
101	2
56	0
33	0
761	219
262	7
197	1
173	1
0	0
206	219
2105	69
2329	64
0	114
71	1
28	101
10	4
24	22
7	3
4670	620
502	86
43	0
348	2
1078	12
485	6
468	1
90	0
1786	26
10	76
1	14
0	13
31	2
49	180
30	31
36	0
87	4
133	109
10	1
29	33
7	58
508	85
1326	127
662	7
494	3
380	15
0	0
7	17944
219	11
216	217
41	0
45	124
28	0
86	20
547	48
264	45
1	2009
363	5460
936	8201
8	1
145	2
359	5
549	11
659	4
991	29
145	17
113	16
1288	16
331	5
274	5
3025	92
215	1
864	6
372	172
1757	799
950	3
8	371
775	8
2430	2718
222	2
192	1
15	2
7225	85
254	3
296	10
228	2
2577	18
12	0
402	43
18	83
336	16
237	11
29	1
0	0
5003	501
534	82
719	6
131	4
566	440
798	57
168	52
71	0
1740	340
77	1
158	21
1795	17
105	1
500	196
0	38
0	22
8	54
977	248
0	71
3	321
80	377
7	222
40	0
135	2
190	2
208	3
81	32
48	18
267	77
14	363
44	12
316	366
748	15
162	13
33	52
138	9
3	0
3	81
197	4
901	14
705	11
11	0
64	32
0	67
646	107
221	308
1026	9
160	3
166	21
590	364
809	0
291	61
1	1313
1101	1721
791	197
717	55
1092	17
5710	102
103	11
244	3
38	1
0	164
321	4250
109	1711
694	6
56	0
26	125
429	3541
101	1703
461	688
304	25
29	0
68	48
4	0
0	448
148	0
642	15
201	2
477	16
484	0
1091	227
2345	1739
0	34
1594	44
200	607
1181	275
561	8
245	4
1	9789
156	4
390	7
712	62
16	0
1622	1035
0	32
12	23
169	1405
9518	102
71	1
0	0
0	580
9	34
0	64
669	36
0	278
99	0
587	230
0	131
80	60
612	242
403	115
179	6
303	186
36	13
2740	420
511	95
370	10
168	87
237	0
2531	1232
747	140
237	3
13084	461
76	10
135	9
100	0
426	4
1634	13
197	1
258	4
10	0
150	1
510	8
192	15
64899	585
264	3
5431	138
172	1
392	23
434	1
527	19
1075	19
94	42
525	64
238	49
14	0
925	88
0	5552
7	6635
241	12
199	33
44	0
1253	7909
19	14
162	68
1825	1778
4785	85
62	90
567	28
1295	94
351	0
422	219
467	92
1	109
166	191
302	34
152	0
823	303
160	0
20090	192
196	19
507	6
190	783
164	4
262	11
343	2
49	0
165	2
350	2
103	46
101	5
121	3
434	3
378	6
481	5
724	1333
354	708
0	21
585	218
6	5
11	8
150	2
103	10
944	23
1086	14
98	141
72	2
1523	33
354	11
3627	200
1105	5
4	0
59	3
18	2207
2	0
16	3
78	0
9	0
435	45
799	50
284	37
3894	52
742	67
1001	30
7928	74
3616	31
1435	15
806	9
187	3
88	424
318	133
334	330
85	50
117	1
241	2
2585	25
19	0
78	2754
93	1
178	29
542	11
128	10
962	88
1927	25
62	6
2995	38
311	2
1651	11
436	11
157	118
0	8
0	112
1	14
0	0
64	196
0	87
5182	8351
50	8124
1	3
0	160
5	27
102	475
0	60
0	0
0	30
0	96
0	112
4	27
64	94
1824	34
103	102
186	2224
125	56
73	1
0	58
0	29
8	115
0	65
11	869
491	68
86	4
473	6
14	0
194	1
267	2
1252	11
346	0
630	3
656	5
18	0
1602	201
394	196
827	10
1021	76
1925	107
533	830
16	25
137	0
115	601
783	24
373	7
1155	255
303	9
421	4
847	6
92	1
1820	61
425	3
1	51
2079	24
1459	296
95	9
85	6
77	2
1197	13
215	17
113	62
988	14
513	134
561	357
182	24
453	5
356	4
717	189
1	1
243	14
52	3
3156	23
345	4
498	0
98	18
586	43
1246	44
32	0
636	151
55	6
1005	21
131	7
