UniqueCount	AmbigCount
15	70
1	0
1	14
30	40
129	58
574	278
305	42
0	0
85	63
668	158
1	15
20	39
6	16
0	38
2	0
1	0
91	67
483	4
1411	9
402	34
43	0
48	0
302	58
509	18
249	261
629	7
2	0
0	5
67	0
110	0
1276	892
141	232
50	63
21	0
369	112
154	0
1720	45
3619	25
90	0
110	12
332	374
5731	43
1788	175
1573	9
43869	272
305	27
1214	8
2843	30
43	0
70	288
4395	49
113	0
707	3
19	15933
4	197
11	176
560	6
193	4
341	1
2335	22
158	1
95	3
295	4
31	0
1230	6
316	2
80	10
201	71
40182	24786
144	28
221	71
58	0
54	7
261	2
68	2
578	196
204	1
1296	9
354	6
657	127
192	0
8	0
14	7161
6	0
443	4
116	4
11	4
363	9
25	35
27	36
95	0
31	0
133	0
0	0
857	8
444	219
41	193
41	220
63	18
209	0
529	5
181	0
2070	6
268	3
111	1
884	9
60	0
7253	265
204	4
376	2
331	35
113	2
5	26194
2011	8392
397	51
26	184924
26	1859318
8	343179
2	5
38	103
24	904669
35	1876993
52	90
2	683035
2	1
834	25
2318	36
1429	8
386	267
1	189
336	0
52	5830
134	3
105	2
715	3
349	2
31	1
65	7358
154	5
552	7
415	5
74	0
57	0
70	1
16	2
29	2
46	0
52	1
58	27
535	6
55	1
42	0
643	168
146	4
140	2
115	2
0	0
103	115
763	14
833	21
0	87
108	3
126	292
14	7
31	19
18	3
2615	279
388	49
20	0
243	1
673	2
318	1
341	0
83	0
3020	28
19	81
4	14
0	13
30	1
67	227
40	36
44	2
60	0
157	162
10	1
22	21
4	53
477	78
675	71
711	3
458	5
634	8
1	0
7	25633
148	10
223	193
53	0
55	122
16	0
68	17
573	40
307	36
3	2452
364	4656
932	9103
7	2
111	3
259	1
480	8
887	5
1211	21
108	5
67	5
1060	11
207	1
207	0
2386	74
132	1
652	4
1052	311
1000	544
714	3
7	267
581	4
1356	1736
106	1
145	2
13	2
5346	48
199	1
253	8
134	2
1356	7
10	0
338	66
32	116
172	5
280	5
41	0
0	0
2588	313
546	75
979	11
115	0
580	402
492	51
261	52
49	0
1081	175
46	0
70	8
5603	46
391	17
1580	545
0	39
0	66
11	44
656	159
2	75
9	218
