UniqueCount	AmbigCount
11	88
1	0
0	8
19	36
339	134
838	484
356	120
1	1
150	81
930	244
1	11
14	49
9	14
1	25
3	0
0	0
80	68
847	4
818	8
391	39
26	1
69	0
430	97
662	30
582	499
577	4
3	0
1	10
47	0
248	8
2231	1948
177	306
86	130
20	0
401	115
274	3
1433	27
4511	47
145	0
100	6
584	664
6136	82
1569	173
2794	20
55812	429
365	30
1196	18
4832	37
86	0
150	558
5801	53
368	3
478	4
45	26950
9	332
20	222
565	5
358	0
282	9
2861	30
265	3
46	0
595	6
36	0
1322	18
408	5
94	13
176	60
49651	31330
163	28
272	82
68	1
93	7
437	9
132	6
878	288
324	2
1088	6
764	9
1193	257
413	8
28	0
19	12000
12	0
807	13
240	4
19	3
440	6
64	116
178	120
107	1
31	0
199	3
2	0
1337	8
687	269
47	288
137	344
81	23
521	5
560	6
233	1
2599	15
435	3
170	1
1431	5
93	3
1931	84
387	6
778	11
447	16
183	3
7	43053
3654	13286
81	21
5	61109
16	631405
14	116374
0	9
13	91
11	292375
9	639038
92	94
3	227470
4	9
1037	42
2031	40
1574	23
745	542
7	471
436	8
39	8129
183	8
151	6
176	2
639	8
77	0
62	5668
146	2
771	7
217	4
160	0
103	0
170	2
6	1
17	2
20	0
72	5
58	22
148	1
58	0
31	2
773	238
262	7
212	1
185	2
0	0
212	228
2230	59
2420	68
0	138
78	1
35	100
8	4
24	28
3	4
4684	514
529	97
46	0
404	1
1182	7
547	2
593	7
125	2
2563	28
16	42
0	5
0	6
24	2
50	178
31	18
41	0
117	2
151	112
17	1
18	25
8	79
763	125
1569	138
773	8
534	5
429	17
0	0
8	31232
258	18
234	250
47	1
53	208
27	0
65	21
560	53
376	47
1	1804
246	3485
725	6816
9	1
190	2
367	4
665	6
724	4
1018	35
149	8
129	7
1362	23
505	3
343	2
3300	94
249	0
999	7
436	131
2234	962
1092	9
15	459
774	5
2737	3112
280	6
191	0
18	2
8129	75
280	3
346	6
224	5
2740	30
21	0
449	71
26	124
367	15
241	13
48	0
0	0
5262	596
624	79
730	9
164	2
586	566
857	63
135	54
83	2
1768	362
85	0
152	17
1847	21
86	5
447	184
0	35
0	21
10	54
841	226
0	86
5	364
69	430
1	283
31	0
103	0
192	1
222	6
55	19
57	11
352	92
6	398
40	24
323	398
877	12
213	16
25	49
178	14
2	0
1	63
222	5
930	16
794	4
14	0
83	32
0	78
742	125
229	336
1239	24
183	0
183	18
654	349
850	7
321	63
0	1582
1254	1987
823	202
775	89
1267	13
6779	108
100	11
262	2
37	0
1	154
365	4334
132	1907
772	8
56	0
31	152
418	3301
116	1900
515	766
316	19
34	3
72	22
3	0
0	485
186	2
712	33
216	0
557	30
600	10
1007	247
2515	1832
0	30
1631	57
261	755
1300	339
572	5
260	0
0	15678
187	0
466	4
733	54
15	0
1767	1059
0	58
12	33
153	1311
10693	103
67	0
0	12
0	516
6	21
0	69
682	20
1	306
106	0
806	295
0	178
75	59
695	308
462	142
236	4
316	243
23	11
2858	448
524	105
418	12
230	136
294	0
2837	1628
901	191
273	5
15808	563
95	9
131	9
110	1
493	7
1753	19
219	4
312	2
9	0
223	2
616	9
236	12
80530	725
277	5
5398	132
159	0
404	23
411	5
708	27
1211	28
97	36
631	80
266	70
14	0
1098	106
0	4012
17	7638
315	12
153	29
57	0
1638	10361
18	1
239	52
2067	339
5613	106
54	110
721	51
1568	101
429	7
492	253
467	97
1	129
173	185
368	65
188	1
904	303
182	5
23506	265
237	15
594	3
209	845
147	9
321	16
336	6
63	0
172	1
398	5
120	62
115	2
121	0
425	3
462	1
571	7
939	1678
388	764
0	32
641	266
6	8
13	9
223	1
162	16
1087	30
1209	21
133	169
58	0
1704	28
388	3
3124	156
1267	11
3	0
55	4
40	3135
2	1
14	4
95	1
22	1
409	47
928	50
325	31
4635	48
758	63
1065	23
8302	80
4115	46
1642	11
1045	11
203	1
108	523
391	143
405	400
109	50
114	3
256	2
2611	24
22	0
59	2310
96	2
204	24
558	7
123	10
1016	83
1999	27
74	5
3175	31
312	1
2128	18
478	17
143	131
0	10
0	102
0	13
0	0
61	231
0	96
5606	9226
30	8380
0	5
0	233
10	32
111	605
1	78
0	7
0	30
0	114
0	133
2	28
53	124
2115	37
113	78
165	1377
165	65
69	1
0	73
0	27
4	123
0	74
20	945
609	81
105	2
478	4
13	0
220	3
343	2
1719	34
357	3
646	4
716	9
19	0
1434	192
322	188
963	9
1050	67
2254	89
480	727
44	60
125	0
179	839
870	25
461	9
1325	291
374	4
398	6
655	9
93	2
2045	87
466	3
0	69
2291	12
1635	359
135	13
93	4
78	0
1295	11
259	23
164	83
1119	17
595	162
653	400
236	18
506	5
453	4
783	205
3	5
257	17
72	1
3184	35
445	2
600	5
132	14
660	37
1282	31
34	0
946	198
51	3
966	15
136	7
0	0
114	0
359	5
119	422
57	0
117	6368
14	4413
1	148
2	0
0	21
69	264
0	35
327	69
149	15
0	20
220	10
0	6194
0	0
12	43
14	2550
125	2
59	152
1358	51
890	148
1	116
249	5
751	307
306	6
260	1353
199	28
542	246
0	76
924	261
505	116
16	137
38	2
293	87
1056	3
1287	425
29	2
127	5
42	6
348	2
1050	288
15	0
11	143
502	104
1979	20
967	1090
148	2
155	1
107	0
87	1
3066	633
3390	57
5	487
109	4
385	0
432	47
45	2
127	2
129	32
10	0
159	1
91	0
91	57
850	157
179	4
447	1
292	2
522	44
884	180
77	0
1000	19
12	0
3	361
14	0
604	23
1210	20
382	0
487	87
2693	889
27	0
506	11
257	47
239	2
32	210
0	814
6	47696
0	2119
18	2
0	102
0	110
0	53
230	67
0	58981
1	369
0	0
16	38
14	4587
4	3
0	19
0	0
0	202
86	55
92	26
223	588
3	71
32	0
1	53
182	175
