"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE13864",0,0,0,0,0,0,0,0,0,0
"NVE13865",0,0,0,0,0,0,0,0,0,0
"NVE13866",0,0,0,0,0,0,0,0,0,0
"NVE13867",0,0,0,0,0,0,0,0,0,0
"NVE13868",0,0,0,0,0,0,0,0,0,0
"NVE13869",0,0,0,0,0,0,0,0,0,0
"NVE13870",0,0,0,0,0,0,0,0,0,0
"NVE13871",0,0,0,0,0.429286831432695,0.433660524854301,0.399175577938202,0.626642021111348,0,0.617802243966163
"NVE13872",0,0,0,0,0,0,0,0,0,0
"NVE13873",0,0,0,0,0,0,0,0,0,0
"NVE13874",0,0.258957531321999,0,0,-0.377496352309534,0,-0.22937518385657,-0.384273838820852,0,-0.433339645569936
"NVE13875",0,0,0,0,0.433815969669433,0.455118163290691,0.5064304023747,0.706352967642745,0.379187704287063,0.723693488133103
"NVE13876",0,-0.298049345837963,0,0,0.387706338052446,0.311893932538406,0.273918903101918,0.548249140327534,0.458592148113051,0.671227164795669
"NVE13877",0,0,0,0,0,0,0,0,0,0
"NVE13878",0,0,0,0,0,0,0,0,0,0
"NVE13879",-0.544417036230979,0,0,0,0,-0.446891211083509,-0.508279886203991,0,0,0
"NVE13880",0,0,0,0,0,-0.236540726067637,0,-0.267130098602865,0,0
"NVE13881",0,0,0,0,0,0,0,0,0,0
"NVE13882",0,0,0,0,0,0,0,0,0,0
"NVE13883",0,0,0,0,0,0,0,0,0,0
"NVE13884",0,0,0,0,-0.550305898722325,0,0,0,0,0
"NVE13885",0,0,0,0,-0.385720172998901,0,0,0,0,0
"NVE13886",0,0,0,0,0,0,0,0,0,0
"NVE13887",0,0,0,0,0.383119246448618,0,0,0,0,0
"NVE13888",0,0,0,0,0,0,0,0,0,0
"NVE13889",0,0,0,0,0,0,0,0,0,0
"NVE13890",0,0,0,0,0,0,0,0,0,0
"NVE13891",0,0,0,0,0,0,-0.468033733679975,0,0,0
"NVE13892",0,0,0,0,0,0,0,0,0,0
"NVE13893",0,0,0,0,-0.243241907528729,-0.346748714075889,-0.266074037027714,-0.428763490786821,0,-0.430226797428349
"NVE13894",0,0,0,0,-0.920774196397514,-0.732536241840876,-0.821833332446732,-1.29751560583051,-0.82858990538149,-1.4174039878088
"NVE13895",0,0,0,0,-0.540990318187728,0,0,0,0,0
"NVE13896",0,0,0,0,0.141812826151792,0.170364268027917,0,0.20811544232637,0,0
"NVE13897",0,0,0,0,0,0,0,0,0,0
"NVE13898",0,0,0,0,0,0,0,0,0,0
"NVE13899",0,0,0,0,0.544378811905473,0,0,0,0,0
"NVE13900",0,0,0,0,0.434919739932547,0,0.351750677045054,0.558867200574948,0,0.605798925968226
"NVE13901",-0.599899199596273,0,0,0,-0.820151392769755,0,-0.594366699412634,-0.827742450696725,0,0
"NVE13902",0,0,0,0,0,0,0,0,0,0
"NVE13903",0,0,0,0,0,0,0,0,0,0
"NVE13904",0,0,0,0,0.678183337601501,0,0.534184970896614,0.514848069511878,0,0
"NVE13905",0.309191610191354,0,0,0,0.479322428387525,0.311857418279844,0.294224173464201,0.527566217656224,0,0.497293508702544
"NVE13906",0,0,0,0,0,0,0,0,0,0
"NVE13907",0,0,0,0,0.354045717404048,0,0,0.530667744663597,0,0.643833171558785
"NVE13908",0.357193307495207,-0.405635628990642,0,0,0.762828936485849,0.504776522385127,0.565935101894185,0.957247364086653,0.600054056591446,1.0382006549307
"NVE13909",0,0,0,0,0.579437253121643,0,0.56393502934124,0.724401202022227,0,0.650310530538921
"NVE13910",0,0,0,0,0,0,0,0,0,0
"NVE13911",0,0,0,0,0.489327352994048,0,0,0.5719082114149,0,0.556969013039852
"NVE13912",0,0,0,0,0,0,0,0,0,0
"NVE13913",0,0,0,0,0,0,0,0.348397699014638,0,0
"NVE13914",0,0,0,0,-0.326948375992977,0,0,-0.429572561171169,0,-0.496979457378153
"NVE13915",0,0,0,0,0.345203584558103,0.368400610935469,0.407524497731738,0.574866638068136,0,0.603470139965887
"NVE13916",-0.444108461313223,0,0,0,-0.543083172044127,-0.309034170378646,-0.411836577037433,-0.580728433679622,0,-0.478232715256691
"NVE13917",0,0,0,0,0,0,0,0,0,0
"NVE13919",0,0,0,0,0,0,0,0,0,0
"NVE13920",0,0,0,0,0,0,0,0,0,0
"NVE13921",0,0,0,0,0,0,0,0,0,0
"NVE13922",0,0,0,0,0.690797463910367,0,0,0,0,0
"NVE13923",0,0,0,0.506648083118702,0,0,-0.403587250362391,0,0,-0.478387774878612
"NVE13924",0,0,0,0,0,0,0,0,0,0
"NVE13925",0,0,0,0,-0.585978834407893,0,0,-0.555493514530501,0,-0.588760105206326
"NVE13926",0,0,0,0,0,0,0,0,0,0
"NVE13927",0,0,0,0,0,0,0,0,0,0
"NVE13928",0,0,0,-0.495076317049413,0,0,0,0,0,0
"NVE13929",0,0,0,0,0,0,0,0,0,0
"NVE13930",0,0,0,-0.444790189182797,0.584706122646954,0.402985378324046,0.691961222641198,0.908923666847318,0.661752633388918,1.04711716177136
"NVE13931",0,0,0,0,0,-0.324724341060072,0,-0.473161345058544,0,-0.572975816440116
"NVE13932",0,0,0,0,0,0,0,0,0,0
"NVE13933",0,0,0,0,0,0,0,0,0,0
"NVE13934",0,0.522271841611183,0,0,-0.700877192697143,0,0,-0.589884367867048,0,0
"NVE13935",-0.216103385749218,0,0,0,0,-0.358574232651967,0,-0.326937077302181,0,-0.291847632446068
"NVE13936",0,0,0,0,0,0,0,0,0,0
"NVE13937",0,0,0,0,0,0,0,0,0,0
"NVE13938",0,0,0,0,0,0,0,0,0,0
"NVE13939",0,0,0,0,0.370338853874454,0,0,0,0,0
"NVE13940",0.71526853815195,0,0,0,0.689708124711505,0,0.711496888783712,0.747145375209379,0,0
"NVE13941",0,0,0,0,0,0,0,0,0,0
"NVE13942",0,0,0,0,0,0,0,0,0,0.51971626783501
"NVE13943",0,0,0,0,0.551210711662045,0,0,0,0,0
"NVE13944",0,0,0,0,0.559584755126211,0,0,0.659261953504479,0,0.739717966692582
"NVE13945",0,0,0.350983808452976,0.339015978745805,0,-0.29288245497855,-0.280914625271379,-0.412931666696424,-0.47103302017085,-0.589310254176679
"NVE13946",0,0,0,0,-0.361737871436883,0,0,-0.551911840606788,-0.543454656693945,-0.730244577094591
"NVE13947",0,0,0,0,-0.421542880946207,0,0,-0.45101393283204,0,0
"NVE13948",0,0,0,0,0,0,0,0,0,0
"NVE13949",0,0,0,0,0,0,0,0,0,0
"NVE13950",0,0.432563101741348,0,0,-0.341317532706183,0,0,-0.447092632962605,-0.538338201997769,-0.656954246049166
"NVE13951",0,0,0,0,0,0,0,0,0,0
"NVE13952",0,-0.393020474665628,0,0,0.653986019607431,0.335862418082744,0.381640458113441,0.718507528800107,0.457541983858304,0.784032667360058
"NVE13953",0,0,0,0,0,0,0.463431908962633,0,0,0
"NVE13954",0,0,0,0,0,0,0,0,0,0
"NVE13955",0,0,0,0,0,0,0,0,0,0
"NVE13956",0,0,0,0,0,0,0,0,0,0
"NVE13957",0,0,0,0,0,0,0,0,0,0
"NVE13958",0.302441052338115,0,0,0,0.460669612547389,0.400145098628421,0.337704932234875,0.598135815070152,0,0.595886676902303
"NVE13959",0,0,0,0,0,0,0,0,0,0
"NVE13960",-0.371872713174389,0.34113879599778,0,0,-0.713011509172168,-0.619796893405327,-0.508955460283074,-0.956308802010326,-0.584436088835938,-1.02716361926106
"NVE13961",0,0,0,0,0,0,0,0,0,0
"NVE13962",0,0,0,0,0,0,0,0,0,0
"NVE13963",0,0,0,0,0,0,0,0,0,0
"NVE13964",0.259999341557111,0,0,0,0.397745384492906,0.291037554380875,0.306883646795821,0.493400854809208,0.233401513252097,0.484534378682294
"NVE13965",0,0,0,0,0,0.205751990013804,0.257793908000923,0.295630714279175,0,0.300596591291728
"NVE13966",0,0,0,0,0,0,0,0,0,0
"NVE13967",0,-0.669868708886658,0,0,0.622594833261797,0,0,0.51770518907626,0.564979064701121,0.721789235345097
"NVE13968",0,0,0,0,0,0,-0.616741662658628,-0.779441574234124,0,0
"NVE13969",0,-0.561734427275954,0,0,0.472651714353614,0,0,0.577337865422169,0.666420578344508,0.829171915289859
"NVE13970",0,0,0,0,-0.664998350288038,0,-0.504799074312547,-0.67141354915764,0,0
"NVE13971",0,0,0,0,0,0,0,0,0,0
"NVE13972",0,0,0,0,0,0,0,0,0,0
"NVE13973",-0.347094761338087,0,0,0,-0.394296478665204,-0.362138548306543,-0.297649305708539,-0.493612247338543,0,-0.426753528671327
"NVE13974",0,0,0,0,0.689603571711175,0.491640537986347,0.594759389747981,0.929527314992449,0.589339394043791,1.01257748627032
"NVE13975",0,0,0,0,0,0,0,0,0,0
"NVE13976",0,0,0,0,-0.433344805663945,0,0,-0.497213833916379,0,-0.499134922273257
"NVE13977",0,0,0,0,0,0,0,0,0,0
"NVE13978",0,0,0,0,0,0,0,0,0,0
"NVE13979",0,0,0,0,0,0,0,0,0,0
"NVE13980",0,0,0,0,0.568212008671925,0,0,0,0,0
"NVE13981",0.214822708632264,0,0,0,0.335024962624079,0.353942371612058,0.315834246181123,0.516952362116135,0.302129653483871,0.546054262634434
"NVE13982",0,0,0,0,0,0,0,0,0,0
"NVE13983",0,0,0,0,0,0,0,0,0,0
"NVE13984",0,0,0,0,0,0,0.376477908272403,0.454731760293308,0.357265442131519,0.541331008207665
"NVE13985",0,0,0,0,0,0,0,0,0,0
"NVE13986",0,0,0,0,0,0,0,0,0,0
"NVE13987",0,0,0,0,0,0,0,0,0,0
"NVE13988",0,0,0,0,-0.390935216185775,0,-0.356110241103879,-0.575381773943216,-0.446672561386271,-0.681369920510298
"NVE13989",-0.450049330120627,0,0,0,-0.505116317312451,0,-0.379600948130682,-0.455530268860945,0,0
"NVE13990",0,0.737268059139286,0,0,-1.09981021252712,-0.590219714783946,-0.773729762598412,-1.33323865111883,-0.970696497731003,-1.53595701712632
"NVE13991",0,0,0,0,0.309623463037723,0,0.294325245483318,0.39863765063698,0.351952450557642,0.500393005989903
"NVE13992",0,-0.638572343337275,0,0,0.734685435878022,0.336108939586656,0.377341237423322,0.830436816247504,0.734323723706757,1.043173122027
"NVE13993",0,0,0,0,-0.397327041046776,-0.460011636275463,-0.405183213140563,-0.677346925496289,-0.476932580670963,-0.769520063154219
"NVE13994",0,0,0,0,0,0,0,0,0,0
"NVE13995",0,0,0,0,0,0,0,0,0,0
"NVE13996",0,0,0,0,0,0,0,0,0,0
"NVE13997",0,0,0,0,0,0,0,0,0,0
"NVE13998",0,0,0,0,0,0,0,0,0,0
"NVE13999",0,0,0,0,-0.553239456124897,0,0,-0.581521398618953,0,0
"NVE14000",0,0,0,0,0,0,0,0,0,0
"NVE14001",0,0,0,0,0,0,0,0,0,0
"NVE14003",0,0,0,0,0,0,0,0,0,0
"NVE14004",0,0,0,0,0,0.275409890887912,0,0,0,0
"NVE14005",0,0,0,0,0,0,0,0,0,0
"NVE14006",0,0,0,0,0,0,-0.546634358254204,0,0,0
"NVE14007",0,0,0,0,0.489553409775078,0.414274641234033,0,0.624459800716844,0.458052607612268,0.721674641304791
"NVE14008",0,0,0,0,0,0,0,0,0,0
"NVE14009",0,0,0,0,0,0,0,0,0,0
"NVE14010",0,0,0,0,0,0,0,0,0,0
"NVE14011",0,0,0,0,0.224440793581964,0.252001185826769,0.244037696927594,0.364993618727701,0,0.374500122751167
"NVE14012",0,0,0,0,0,0,0,0,0,0
"NVE14013",0,0,0,0,0,0,0,0,0,0
"NVE14014",0,0,0,0,0,0,0,0,0,0
"NVE14015",0,0,0,0,0,0,0,0,0,0
"NVE14016",0,0,0,0,0.472299871296954,0,0,0.510915997034594,0,0
"NVE14017",0,-0.423469347215297,0,0,0.358008434885785,0,0,0,0,0
"NVE14018",0,0,0,0,0,0,0,0,0,0
"NVE14019",0,0,0,0,0.354706094981384,0,0,0.499726847244307,0,0.568841728534442
"NVE14021",0,0,0,0,0,0,0,0,0,0
"NVE14022",0,0,0,0,0,0,0,0,0,0
"NVE14023",0,0,0,0,0,0,0,0,0,0
"NVE14024",0,0,0,0,-0.383331681372198,0,0,0,0,0
"NVE14025",0,0,0,0,0,0,0,0,0,0
"NVE14026",0,0.413647108281215,0,0,-0.387481298313839,0,0,0,0,0
"NVE14027",0,0,0,0,0,0,0,0,0,0
"NVE14028",0,0,0,0,0,0,0,0,0,0
"NVE14029",0,0,0,0,0,0,0,0,0,0
"NVE14030",0,0.415501772047027,0,0,-0.647130022374733,0,-0.496135844906109,-0.756791817710326,-0.52516356738262,-0.854637294123406
"NVE14031",0,0,0,0,0,0,0,0,0,0
"NVE14032",0,0,0,0,0.459617537831238,0.52237829446565,0,0.623113379925072,0,0
"NVE14033",0,0,0,0,0,0,0,0,0,0
"NVE14034",0.309058835560192,0,0,0,0.460487946774746,0.411540012037024,0.398496988568526,0.638691968299021,0,0.645549622279467
"NVE14035",0,0,0,0,0.586603317847031,0,0,0.631988432607846,0,0.698384046759517
"NVE14036",0,-0.633993266090131,0,0,0.888199966381118,0.520145516464254,0.654011251046317,1.13573177234763,0.881525072056644,1.34483755282867
"NVE14037",0,-0.630611795418218,0,0,0,0,0,0,0.728860278524487,0
"NVE14038",0,0,0,0,0,0,0,0,0,0
"NVE14039",0,0,0,0,0,0,0,0,0,0
"NVE14040",0,0.463766935310066,0.545152618857238,0.859187140160321,0,0,-0.687079046018595,-0.879912341755099,-1.05202043589683,-1.2879554709705
"NVE14041",0,0,0,0,0,0,0,0,0,0
"NVE14042",0,0,0,0,0,0,0,0,0,0
"NVE14043",0,0,0,0,0,0,0,0,0,0
"NVE14044",0,0,0,0,0,0,0,0,0,-0.384485974835002
"NVE14045",0,0,0,0,-0.680084717558547,0,0,-0.948797954558213,-0.755273661505106,-1.13604790198259
"NVE14046",-0.56432739056708,0.484624916160849,0,0,-1.04895230672793,-0.721944310546682,-0.836986371182448,-1.33899831499582,-0.774670924428744,-1.40911326115936
"NVE14047",0,0,0,0,0,0,0,0,0,0
"NVE14048",0,0.378372423552148,0,0,-0.426018928456069,0,0,-0.419860106631079,0,-0.528049602053518
"NVE14049",0,0,0,0,0,0,0,0,0,0
"NVE14050",0,0,0,0,0,0,0,0,0,0
"NVE14051",0,0,0,0,0,0,0,0,0,0
"NVE14052",0,0,0,0,0,0,0,0,0,0
"NVE14053",0,0,0,0,0,0,0,0,0,0
"NVE14055",0,0,0,0,0,0,0,0,0,0
"NVE14056",0.547333727784603,0,0,0,0.462808883358351,0.474603971218652,0,0.551975003435359,0,0
"NVE14057",0,0,0,0,0,0,0,0,0,0
"NVE14058",0,0,0,0,0,0,0,0,0,0
"NVE14059",0,0,0,0,0,0,0,0,0,0
"NVE14060",0,0,0,0,0,0,0,0,0,0
"NVE14061",0,0,0,0,0,0,0,0,0,0
"NVE14062",0,0,0,0,0,0,0,0,0,0
"NVE14063",0,0,0,0,0,0,0,0,0,0
"NVE14064",0,0,0,0,-0.529500623776003,0,-0.395800896378073,-0.614067886102958,-0.425180601388461,-0.692832689570822
"NVE14065",0,0,0,0,0,0,0,0,0,0
"NVE14066",0,0,0,0,0,0,0,0,0,0
"NVE14067",0,0,0,0,0,0,0,0,0,0
"NVE14068",0,0,0,0,0,0,0,0,0,0
"NVE14069",0,0,0,0,-0.44368191699334,0,0,0,0,0
"NVE14070",0,0,0,0,-0.272387607998202,0,0,0,0,0
"NVE14071",0,0,0,0,0,0,0,0,0,0
"NVE14072",0,0,0,0,0,0,0,0,0,0
"NVE14073",0,0,0,0,-0.200312391169395,-0.205333390360238,0,-0.264747445049795,-0.240591023706224,-0.336892701861877
"NVE14074",0,0,0,0,0,0,0,0,0,0
"NVE14075",0,0,0,0,0,0,0,0,0,0
"NVE14076",0,0,-0.597010584280107,-0.804771899750683,0,0.531527014881906,0.739288330352483,1.00739322246937,1.07287679186757,1.38684631768901
"NVE14077",0,0,0,0,0,0,0.646223298449414,0,0,0
"NVE14078",0,0,0,0,0,0,0,0,0,0
"NVE14079",0,0,0,0,0,0,0,0,0,0
"NVE14080",0,0,0,0,0.685255064236125,0,0,0.517519196763442,0,0
"NVE14081",0,0,0,0,0.676407567117064,0.842495213309153,0,0.952570363004711,0.644346475188674,1.06461093471881
"NVE14082",0,-0.431358043312053,0,0,0.677878070945862,0,0.447624715324408,0.76522386718714,0.518703839553331,0.855951434576593
"NVE14083",0,-0.295363242309623,0,0,0.488331779663857,0,0,0.428924512867386,0,0.443253294467085
"NVE14084",0,0,0,0,0.309241612086139,0,0,0.282269496775161,0,0
"NVE14085",0,0,0,0,0,0,0,0,0,0
"NVE14086",0,0,0,0,0,0,0,0,0,0
"NVE14087",0,0,0,0,0,0,0,0,0,0
"NVE14088",0,0,0,0,0,0,0,0,0,0
"NVE14089",0,0,0,0,0,0,0,0,0,0
"NVE14090",0,0,0,0,0,0,0,0,0,0
"NVE14091",0,0,0,0,0,0,0,0,0,0
"NVE14092",0,0,0,0,0,0,0,0,-0.634728495737969,-0.755605751423445
"NVE14093",-0.468511565182001,0.652743059794811,0,0,-1.12125462497681,-0.622253035173432,-0.870246159719783,-1.3808473653387,-0.912335800156696,-1.52878902742236
"NVE14094",0,0,0,0,0,0,0,0,0,0
"NVE14095",0,0,0,0,0,0,0,0,0,0
"NVE14096",0,0,0,0,0,0,0,0,0,0
"NVE14097",0,0,0,0,0,0,0,0,0,0
"NVE14098",0,0,0,0,0,0,0,0,0,0
"NVE14099",0,0,0,0,0,0,0,0,0,0
"NVE14100",0,0,0,0,0,0,0,0,0,0
"NVE14101",0,0,0,0,0,0,0,0,0,0
"NVE14102",0,0,0,0,0,0,0,0,0,0
"NVE14103",0,0,0,0,0,0,0,0,0,0
"NVE14104",0,0,0,0,0,0,0,0,0,0
"NVE14105",0,0,0,0,0,0,0,0,0,0
"NVE14106",0,0,0,0,0,0,0,0,0,0
"NVE14107",0,0,0,0,-0.55845339665227,0,0,-0.780259167560471,0,-0.915112704702224
"NVE14108",0,0,0,0,0,0,0,0,0,0
"NVE14109",0,0,0,0,0,0,0,0,0,0
"NVE14110",0,0,0,0,0,0,0,0,0,0
"NVE14111",0,0,0,0,0,0,0,-0.673137577658974,0,0
"NVE14112",0,0,0,0,0,0,0,0,0,0
"NVE14113",0,0,0,0,0,0,0,0,0,0
"NVE14114",0,0,0,0,0,0,0,0,0,0
"NVE14115",0,-0.775230845213643,0,0,0.843891817065171,0,0,0.978622228575243,0.909961256723714,1.25905545031989
"NVE14116",0,0,0,0,0,0,0,0,0,0
"NVE14117",0,0,0,0,0,0,0,0,0,0
"NVE14118",0,-0.280063054466209,0,0,0.410995080259573,0.228238007958372,0.330068286593069,0.529208575752341,0.398276549958977,0.618322949488313
"NVE14119",0,0,0,0,0,0,0,0,0,0
"NVE14120",0,0,0,0,0,0,0,0,0,0
"NVE14121",0,0,0,0,0,0,0,0,0,0
"NVE14122",-0.717478895111183,0,0,0,-1.17552490160222,-0.792469172348952,-1.09571564323699,-1.55123395729217,-0.833755062180985,-1.58999294212899
"NVE14123",0,0,0,0,-0.725024495658801,0,-0.679761874616175,-0.89794005421266,0,-0.908420061944495
"NVE14124",0,0,0,0,0.20601365695253,0,0.226457762572534,0.263955875345667,0,0.263350594109248
"NVE14125",0,0,0,0,0,0,0,0,0,0
"NVE14126",0,0,0,0,0,0,0,0,0,0
"NVE14127",0,0,0,0,0,0,0,0,0,0
"NVE14128",0,0,0,0,0,0,0,0,0,0
"NVE14129",0,0.696606627155398,0,0,-1.21783310268137,-0.634677426023119,-0.958603364448185,-1.4781772507403,-0.956950775214335,-1.62341909642052
"NVE14130",0,0,0,0,0.891637691963333,0.658694269766946,0.601715285879883,1.15343547304334,0.808952262517287,1.3082581498007
"NVE14131",0,0,0,0,0,0,0,0,0,0
"NVE14132",0,0,0,0,-0.539666056818814,-0.531036947231536,-0.422920423763714,-0.801111560104073,-0.563456544654674,-0.909712478509669
"NVE14133",0,0,0,0,-0.394023799385001,0,-0.524218545211145,-0.584157224468493,0,-0.640726757853802
"NVE14134",0,0,0,0,0,0,-0.573390756434217,0,0,0
"NVE14136",0,0,0,0,0,0,0,0,0,0
"NVE14137",0,0,0,0,0,0,0,0,0,0
"NVE14138",0,0,0,0,0,0,0,0,0,0
"NVE14139",0,0,0,0,0,0,-0.372530987241335,0,0,0
"NVE14140",0,0,0,0,0,0,0,0,0,0
"NVE14141",0,0,0,0,0,0,0,0,0,0
"NVE14142",0,0,0,0,0,0,0,0,0,0
"NVE14143",0,0,0,0,0,0,0,0,0,0
"NVE14144",0,0,0,0,-0.731484322950194,0,-0.753143184764585,-1.04134932609709,0,-1.01808194216888
"NVE14145",0,0,0,0,0,0,0,0,0,0
"NVE14146",0,0.406642572998649,0,0,0,0,0,0,-0.543971218267445,-0.618500161690796
"NVE14147",0,0,0,0,0,0,0,0,0,0
"NVE14148",0,0,0,0,0,0,0,0,0,0
"NVE14149",0,0,0,0,0,0,0,0,0,0
"NVE14150",0,0,0,0,0,0,0,0,0,0
"NVE14151",0,0,0,0,0,0,0,0,0,0
"NVE14152",0,0,0,0,0,0,0,0,0,0
"NVE14153",0,0,0,0,0,0,0,0,0,0
"NVE14154",0,0,0,0,0,0,0,0,0,0
"NVE14155",0,0.32679294967561,0,0,-0.418033261951049,0,0,-0.379990903297176,0,-0.44582796342197
"NVE14156",0,0,0,0,0,0,0,0,0,0
"NVE14157",0,0,0,0,0,0,0,0,0,0
"NVE14158",0,0,0,0,-0.603680668576909,0,0,-0.676571133774756,0,0
"NVE14159",0,0,0,0,0,0,0,0,0,0
"NVE14160",0,0,0,0,0,0,0,0,0,0
"NVE14161",-0.405616174206943,0,0,0,0,0,0,0,0,0
"NVE14162",0,0,0,0,-0.612212544870376,0,-0.545560770439104,-0.712937306835974,0,-0.781036276098647
"NVE14163",0,0,0,0,-0.694842707019019,0,-0.500877600026956,-0.716940728403879,0,-0.708169871591389
"NVE14164",0,0,0,0,-0.820199572524345,0,0,-0.767086077389112,0,-0.746966688851377
"NVE14165",0,0,0,0,0,0,0,0,0,0
"NVE14166",0,0,0,0,-0.728072336438778,0,0,-0.7211966705385,0,0
"NVE14167",0,0,0,0,-0.757528035269068,0,0,0,0,0
"NVE14168",0,0,0,0,-0.797288817523071,0,0,-0.742120572189277,0,0
"NVE14169",0,0,0,0,0,0,0,0,0,0
"NVE14170",0,0,0,0,0,0,0,0,0,0
"NVE14171",0,0,0,0,0,0,0,0,0,0
"NVE14172",0,0,0,0,0,0,0,0,0,0
"NVE14173",0.458687954085691,-0.568844221899602,0,0,1.02753217598529,0.540457010885858,0.39325846225956,0.993273834335278,0.534585880249587,1.0185727876473
"NVE14174",0,0,0,0,0,0,0,0,0,0
"NVE14175",0,0,0,0,0,0,0,0,0,0
"NVE14176",0,0,0,0,0,0,0,0,0,0
"NVE14177",0,0,0,0,0,0,0,0,0,0
"NVE14178",0,0,0,0,0.528678335757902,0,0,0.627773220626405,0,0
"NVE14179",0,0,0,0,0,0,0,0,0,0
"NVE14180",0,-0.228443327925569,-0.362168636306009,0,0.399785254326523,0.533510562706963,0.396107011459938,0.729105335491779,0.557763409090824,0.857912155591647
"NVE14181",0,0,0,0,0,0,0,0,0,0
"NVE14182",0,0.752087693660145,0,0,-0.62659104667311,0,0,-0.604476900630472,-0.729973547617507,-0.88963392212514
"NVE14183",0,0,0,0,0,0,0,0,0,0
"NVE14184",0,0,0,0,-0.487717701064307,0,0,0,0,0
"NVE14185",0,0,0,0,0,0,0,0,0,0
"NVE14186",0,-0.342303730654973,0,-0.282987702066748,0.372213381477561,0,0.312897352889337,0.492828941986553,0.462919291163965,0.637165018287616
"NVE14187",0,0,0,0,0,0,0,0,0,0
"NVE14188",0,0,0,0,0,0,0,0,0,0
"NVE14189",0,0,0,0,0,0,0,0,0,0
"NVE14190",0,0,0,0,0,0,0,0,0,0
"NVE14191",0,0,0,0,0,0,0,0,0,0
"NVE14192",0,0,0,0,0,0,0,0,0,0
"NVE14193",0,-0.369559133586265,0,0,0.568923104379075,0,0.496440213321734,0.723799892589251,0.524435921796441,0.832156757062293
"NVE14194",0,0,0,0,0,0,0,0,0,0
"NVE14195",-0.35697281516838,0.386610295260825,0,0,-0.743583110429205,0,-0.531289446922758,-0.810796940986958,-0.453824125818578,-0.84308105045587
"NVE14196",-0.414122038254265,0.543798581509829,0,0,-0.957920619764094,-0.470055780044894,-0.672575116307165,-1.09468167146679,-0.680559633212521,-1.1834945555372
"NVE14197",0,0,0,0,0,0,0,0,0,0
"NVE14198",0,0,0,0,0,0,0,0,0,0
"NVE14199",0,0,0,0,0,0,0,0,0,0
"NVE14200",-0.361642273480015,0,-0.462346793076028,-0.397483732421766,-0.366462855688476,0,0,0,0.368349536807068,0
"NVE14201",0,0.511585276569851,0.634462524260262,0.534381542876081,-0.895738959818416,-1.01861620750883,-0.918535226124646,-1.54607201842066,-1.16191833517209,-1.80532752268771
"NVE14202",0,0,0,0,0,0,0,0,0,0
"NVE14203",0,0,0,0,0,0,0,0,0,0
"NVE14204",0.332454912985211,0,0,0,0.432325992894123,0.325607678016594,0.326823252542052,0.517872629280311,0,0.468859863381329
"NVE14205",0,0,0,0,0,0,0.632113466310881,0,0,0
"NVE14206",0,0,0,0,0,0,0,0,0,0
"NVE14207",0,0,0,0,-0.873727935333452,0,-0.605094435224439,-0.891416394905679,0,-0.855945629986852
"NVE14208",0.313200039322009,0,0,-0.281747008110362,0.415806749396202,0.504979289264299,0.594947047432371,0.784160477016308,0.470960437694299,0.836746742232582
"NVE14209",0,0,0,0,-0.214116749555795,0,0,0,0,-0.299523082314274
"NVE14210",0,0,0,0,-0.691280841022102,0,-0.581792599256319,-0.773891754574796,0,-0.788542662582115
"NVE14211",0,-0.367513530289277,0,0,0.602685183926653,0,0,0.416938678571382,0,0
"NVE14212",0,0,-0.373599985020069,0,0,0,0,0,0,0
"NVE14213",0,0,0,0,0,0,0,0,0,0
"NVE14214",-0.494676264320844,0,0,0,0,-0.444111869143111,-0.515518642266395,-0.50539185113945,0,0
"NVE14215",0,0,0,0,0,0,0,0,0,0
"NVE14216",0,0,0,0,0,0,0,0,0,0
"NVE14217",0,0,0,0,0,-0.23523090858274,0,0,0,0
"NVE14218",0,0,0,0,0,0,0,0,0,0
"NVE14219",0,0,0,0,0,0,0,0,0,0
"NVE14220",0,0,0,-0.250962713769002,0,0,0.27768696439656,0.315836121973037,0.289111871345479,0.403298208469569
"NVE14221",0,0,0,0,0,-0.348085012424947,-0.354123256068157,0,0,0
"NVE14222",0,-0.463486677864769,0,0,0.369921986982621,0,0,0.428209235394414,0.521773926276562,0.633321723478773
"NVE14223",0,0,0,0,-0.294378821084963,0,-0.172273071477107,-0.293134274691495,0,-0.301325746531037
"NVE14224",0,0,0,0,0,0,0,0,0,0
"NVE14225",0,0,0,0,0,0,0,0,0,0
"NVE14226",0,0,0,0,0,0,0,0,0,0
"NVE14227",0.450312188706006,0,0,0,0.713125691851969,0.459751568990167,0.41599380285931,0.77319831194873,0,0.730722499119082
"NVE14228",0,0,0,0,0,0,-0.231273890358703,0,0,0
"NVE14229",-0.446186700882688,0,0,0,-0.745091468804482,-0.482006354798522,-0.74716596336756,-1.00608314008991,-0.559896439207222,-1.04398676264755
"NVE14230",0,0,0,0,0,0,0,0,0,0
"NVE14231",0,0,0,0,-0.388315479349663,0,0,0,0,0
"NVE14232",-0.535206240018896,0,0,0,-0.730827013709475,-0.628987209782338,-0.499492894134161,-0.901501260189844,0,-0.845197948889013
