"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE1333",0,0,0,0,0,0,0,-0.509440108970768,0,0
"NVE1334",0,0,0,0,0,0,0,0,0,0
"NVE1335",0,0,0,0,0,0,0,0,0,0
"NVE1336",0,0,0,0,0,0,0,0,0,0
"NVE1337",-1.05614263261966,0,0,0,-1.47479296263446,-1.21791573177666,-1.45724727235065,-2.06751611447441,-1.01137348185474,-2.05259340799842
"NVE1338",-1.16930020078004,0,0,0,-1.72796079525662,-1.36696054392502,-1.31838874888832,-2.18026561270908,-1.01096541192905,-2.12748764960949
"NVE1339",-1.12263993058139,0,0,0,-1.68495047604387,-1.44263317165348,-1.33777375876954,-2.2301581871958,-1.10751825661441,-2.22511786624995
"NVE1340",0,0,0,0,0,0,0,0,0,0
"NVE1341",0,0,0,0,0,0,0,0,0,0
"NVE1342",0,0,0,0,0,0,0,0,0,0
"NVE1343",0,0,0,0,0,0,0,0,0,0
"NVE1344",0,0,0,0,0,0,0,0,0,0
"NVE1345",0,-0.504382851675811,0,0,0.492062223864105,0,0,0.583834225397378,0.596154853209084,0.786659030398257
"NVE1346",0,0,0,0,0,0,0,-0.673153824461496,0,-0.768769229592892
"NVE1347",0,0,0,0,-0.338524567282287,0,0,0,0,0
"NVE1348",0,0,0,0,0,0,0,0,0,0
"NVE1349",0,0,0,0,0,0,0,0,0,0
"NVE1350",0,0,0,0,0,0,0,0,0,0
"NVE1351",0,0,0,0,0,0,0,0,0,0
"NVE1352",0,0,0,-0.959962775047418,0,0,0,0,1.04471352184022,1.0138206871006
"NVE1353",-0.7518017322266,0,-0.872509354034891,-1.17081311390777,0,0,0,0,1.24129838755447,1.15386312491105
"NVE1354",0,0,0,0,0,0,0,0,0,0
"NVE1355",0,0,0,0,0,0,0,0,0.919605879198206,0.947592186293292
"NVE1356",-0.934248018630866,-0.941073730324397,-1.06507902230293,-1.35839628906798,0,0,0.42414827043711,0.710782613846511,1.64503063247738,1.57054181845548
"NVE1357",0,0,0,0,0,0,0,0,0,0
"NVE1358",0,0,0,0,0,0,0,0,0,0
"NVE1359",0,0,0,-0.800577490851824,0,0,0.797467304075046,0.952815458404509,0.955925645181287,1.27249386823833
"NVE1360",-0.704289469107379,-0.68000928956761,-0.899936457153476,-1.32502098303561,0,0,0.620731513928234,0.756975193651537,1.46126466275892,1.47882622715043
"NVE1361",0,0,0,0,0,0,0,0,0,0
"NVE1362",0,0,0,0,0,0,0,0,0,0
"NVE1363",0,0,0,0,0.708052524644322,0,0.60304508386007,0.753025238650322,0,0.746188119286634
"NVE1364",0,0,-0.728342318858492,-1.25986016311476,0,0,0.698109265157123,0.697281799709943,1.25903269766758,1.30420929900158
"NVE1365",0,0,0,0,0,0,0,0,0,0
"NVE1366",-0.502998705775526,-0.751657878028036,-0.8891822055506,-1.29396370839162,0,0.386183499775075,0.790965002616097,1.05668462802171,1.55968333379724,1.74424485710822
"NVE1367",0,0,0,0,0.456852033907521,0,0,0.624274488540913,0,0.689679093597068
"NVE1368",0,0,0,0,0,0,0,0,0,0
"NVE1369",0,0,-0.323456454558521,0,0.368559581008709,0.431609830294794,0.294944373940896,0.613807292559396,0.505653916823123,0.746307163165624
"NVE1370",0,0,0,0,0,0,0,0,0,0
"NVE1371",0,0,0,0,0.69664438182514,0,0.656191246079955,0.888989063730155,0,0
"NVE1373",0,0,0,0,-0.503808793117834,0,0,-0.575461798015044,0,-0.600346514320317
"NVE1374",0,-0.215657813112772,0,0,0.256089565856519,0,0,0.305439244920916,0.265007492177169,0.380297442612136
"NVE1375",0,0,0,0,0.534774034253743,0,0.454558389430497,0.608764786729488,0,0.628460279772725
"NVE1376",0,0,0,0,0,0,0,0,0,0
"NVE1377",0.310290018510143,0,0,0,0.529394711165256,0.450641115143,0.308811675365742,0.649192862204955,0.338902843694811,0.658730163429333
"NVE1378",0,-0.444683101824114,0,0,0.714819903419109,0,0.652461701225419,0.936806453056192,0.666669651461197,1.06898370593557
"NVE1379",0,0,0,0,0,0,0,0,0,0
"NVE1380",0,0,0,0,0,0,0,0,0,0
"NVE1381",0,0,0,0,0,0,0,0,0,0
"NVE1382",0,-1.10914344981388,0,-1.35576994527184,1.15097770702731,0.725509003261898,1.39760420248527,1.94772127780178,1.90588702058834,2.56907183807469
"NVE1383",0,0,0,0,0,0,0,0,0,0
"NVE1384",0,-1.48169494046134,-1.25890121520023,-1.82155375541388,1.181482720633,0.958688995371893,1.52134153558554,2.31699331047998,2.61720553030832,3.28946550086355
"NVE1385",0,0,0,0,-0.407829206632708,0,-0.351810131090453,-0.46106154845418,0,0
"NVE1386",0,0,0,0,0,0,0,0,0,0
"NVE1387",-0.634769476234944,0,0,0,-1.06096648703428,-0.675617234077425,-0.907721119372993,-1.3326749124767,0,-1.35372040024575
"NVE1388",0,0.721167118855502,0,0,-1.08096746418729,0,0,-1.07353856382979,0,-1.19151802412953
"NVE1389",0,0.276414502346889,0.306942931397948,0.325568233901063,0,-0.224956417612724,-0.24358172011584,-0.430573704990363,-0.512560218775586,-0.62875642942552
"NVE1390",0,0,0,0,0,0,0,0,0,0
"NVE1391",0,0,0,0,-0.709815719112683,-0.94578107743533,0,-1.18083275380979,0,-1.30890514086215
"NVE1392",0,0,0,-0.39981071340706,0,0,0.280824629022139,0.367016755834337,0.486002840219257,0.568679241766478
"NVE1393",0,0,0,0,0,0,0,0,0,0
"NVE1394",0.343074829420533,0,0,0,0.396639179762112,0.399185277220057,0.502314242991784,0.641653832960018,0.298579003539485,0.626821437046453
"NVE1395",0,0,0,0,0,0,0,0,0,0
"NVE1396",0,0,0,0,0,0,0,0,0,0
"NVE1397",0,0,0,0,0,0,0,0,0,0
"NVE1398",0,0,0,0,0.51416968235014,0,0,0.647688949756886,0,0.713658855226476
"NVE1399",0,-0.50987564988926,-0.43457349555017,-0.826802054057023,0.607959982738325,0.532657828399234,0.924886386906088,1.20006922787158,1.10198489502252,1.53470238010855
"NVE1400",0,0,0,0,0,0,0,0,0,0
"NVE1401",0,0,0,0,0,0,0,0,0,0
"NVE1402",0,0,0,0,0,0,0,0,0,0
"NVE1403",0,0,0,0,0,0,0,0,0,0
"NVE1404",0.472789061172721,0,0,0,0.53258046398239,0.411980458598156,0.401607298444454,0.618585671196153,0,0.509587884937856
"NVE1405",0,0,0,0,0,0,0,0,0,0
"NVE1406",0,0,0,0,0,0,0,0,0,0
"NVE1407",0,0,0,0,0,0,0,0,0,0
"NVE1408",0,0,0,0,0,0,0,0,0,0
"NVE1409",0,0,0,0,0,0,0,0,0,0
"NVE1410",0,0,0,0,0,0,0,0,0,0
"NVE1411",0,0,0,0,0,0,0,0,0,0
"NVE1412",0,0,0,0,0.261279763778814,0,0,0,0,0
"NVE1413",0.286243815040869,0,0,0,0.401077944217613,0.341234273039059,0.347587466528609,0.53944274093408,0,0.528427397318811
"NVE1414",0,0,0,0,-0.448581812187356,0,0,0,0,0
"NVE1415",0,0.36799442730399,0,0,-0.560552356927851,0,-0.44025610219107,-0.705497971829386,-0.512940042205525,-0.812292341634401
"NVE1416",0,0,0,0,0,0,0,0,0,0
"NVE1417",0,0,0,0,0,0,0,0,0,0
"NVE1418",0,0,0,0,0,0,0,0,0,0
"NVE1419",0,0,0,0,0,0,0,0,0,0
"NVE1420",0.312674265522699,0,0,0,0.522438804045857,0.386731408473791,0.505103196207911,0.723494818396789,0.41082055287409,0.756209848039475
"NVE1421",0,0,0,0,0,0,0,0,0,0
"NVE1422",0,0,0,0,0,0,0,0,0,0
"NVE1423",0,0,0,0,0,0,0,0,0,0
"NVE1424",0,0,0,0,0,0,0,0,0,0
"NVE1425",0,0,0,0,0,0,0,0,0,0
"NVE1426",0,0,0,0,0.411531857682428,0,0,0.46670918695989,0,0
"NVE1427",0,0,0,0,0,0,0,0,0,0
"NVE1428",0,0,0,0,0,0,0,0,0,0
"NVE1429",0,0,0,0,0,0,0,0,0,0
"NVE1430",0,0,0,0,0,0,0,0,0,0
"NVE1432",0,0,0,0,0,0,0,0,0,0
"NVE1434",0,0,0,0,0,0,0,0,0,0
"NVE1435",0,0,0,0,0,0,0,0,0,0
"NVE1436",0,0,0,0,0,0,0,0,0,0
"NVE1437",0,0,0,0,-0.601927315035433,0,0,-0.745603216126053,0,0
"NVE1438",0,0,0,0,0,0,0,-0.67322550502664,0,0
"NVE1439",0,0,0,0,0,0,0,0,0,0
"NVE1440",0,0,0,0,0,0,0,0,0,0
"NVE1441",-0.824381907081806,0.701202561135192,0,0,-1.525584468217,-1.06294421744299,-0.849755755543705,-1.73321752160704,-0.908835614525232,-1.76136907432356
"NVE1442",-0.747918780483149,0.757425906942066,0,0,-1.50534468742522,-1.02947539028979,-0.962581788863249,-1.79927326268623,-1.05135448220308,-1.90041878414909
"NVE1443",-0.78821092615031,0.743943957874312,0,0,-1.53215488402462,-1.1080519804895,-1.07934340944333,-1.91644534499346,-1.12823441884315,-2.02978688332515
"NVE1444",0,0,0,0,0,0,0,0,0,0
"NVE1445",0,0,0,0,0.240608633090893,0,0,0,0,0
"NVE1446",0,0,0,0,0,0,0,0,0,0
"NVE1447",0,0,0,-0.292980424762145,0,0,0,0,0,0
"NVE1448",0,0,0,0,0,0,0,0,0,0
"NVE1449",0,0,0,0,0,0,0,0,0,0
"NVE1450",-0.51011124734473,0,0,0,-0.579978863440959,0,-0.518498738387447,-0.643688612210154,0,0
"NVE1451",0,0,0,0,0,0,0,0,0,0
"NVE1452",0,0,0,0,0,0,0,0,0,0
"NVE1453",0,0,0,0,0,0,0,0,0,0
"NVE1454",0,0,0,0,0,0,0,0,0,0
"NVE1455",0,0,0,0,0,0,0,0,0,0
"NVE1456",0,0,0,0,0.37133123006933,0,0,0,0,0
"NVE1457",-0.414554217826091,0,0,0,-0.445299163549532,-0.364618855945667,-0.370217737328057,-0.542259408959588,0,-0.446643365065332
"NVE1458",0.34227012415417,0,0,0,0.45654784064588,0,0.361457751812437,0.498957436133489,0,0.437096160647107
"NVE1459",0,0,0,0,0.359110118409966,0.340616801994708,0.286456031382346,0.484012869643063,0,0.465854766336858
"NVE1460",0,0,0,0,0,0,0,0,0,0
"NVE1461",0,0,0,0,-0.351612760389907,-0.379045137899713,0,-0.537869065155804,0,-0.584830308070552
"NVE1462",0,0,0,0,-0.311578683985619,0,0,0,0,0
"NVE1463",0,0,0,0,-0.600162872250503,0,-0.509245435363139,-0.740632228900643,0,-0.722880825628344
"NVE1464",-0.590376208736818,0,0,0,-0.652783606214662,-0.427945086782156,-0.399601690732018,-0.652047343341631,0,-0.475812654798416
"NVE1465",0,0,0,0,0,0,0,0,0,0
"NVE1466",0,0,0,0,0.211803933089292,0,0,0,0,0
"NVE1467",0,0,0,0,0,0,0,0,0,0
"NVE1468",0,0,0,0,0,0,0,0,0,0
"NVE1469",0,0,0,0,0,0,0,0,0,0
"NVE1470",0,0,0,0,-0.626606248013249,-1.07467798173399,-1.17053690136245,-1.49724491321716,-0.932626281846717,-1.61991439079298
"NVE1471",0,0,0,0,-0.487375081803556,0,-0.519157044840539,-0.682126230534063,0,-0.686116369685283
"NVE1472",0,0,0,0,0,0,0,0,0,0
"NVE1473",0.725755931949875,0,0,0,1.0109374054749,0.86105249197079,0.835824981210557,1.33438687399841,0,1.29534494437745
"NVE1474",0,0,0,0,-0.308422440358887,0,0,-0.375456063102716,0,-0.474748764600688
"NVE1475",0,0,0,0,-0.650395059812065,0,0,-0.642670156129254,0,-0.606579103878829
"NVE1476",0,0,0,0,-0.409757775626725,0,0,0,0,0
"NVE1477",0,0,0,0,-0.428409840060654,0,-0.37701505907988,-0.593047565642719,-0.506974582163336,-0.733348513952971
"NVE1478",0,0,0,0,0,0,0,0,0,0
"NVE1479",0,0,0,0,0,0,0,0,0,0
"NVE1480",0,0,0,0,0,0,0,0,0,0
"NVE1481",0,0,0,0,0,0,0,0,0,0
"NVE1482",0,0,0,0,0,0,0,0,0,0
"NVE1483",0,0,0,0,0,0,0,0,0,0
"NVE1484",0,0,0,0,0,0,0,0,0,0
"NVE1485",0,0,0,0,0,0,0,0,0,0
"NVE1486",0,0,0,0,0,0,0,0,0,0
"NVE1487",0,0,0,0,0,0,0,0,0,0
"NVE1488",0,0,0,0,-0.414446584614639,0,-0.558242468440952,-0.667973569963024,0,-0.705155266168049
"NVE1489",0,0,0,0,0,0,-0.673344092672229,-0.923831243430564,0,-0.957412049633348
"NVE1490",0,0,0,0,0,0,0,0,0,0
"NVE1491",0,0,0,0,0,0,0,0,0,0
"NVE1492",0,0,0,0,0,0,0,0,0,0
"NVE1493",0,0,0,0,0,0,0,0,0,0
"NVE1494",-0.510244461637124,0.691937327594331,0,0,-1.20218178923146,-0.709103403360755,-0.820341713295011,-1.43487788271638,-0.924633421079254,-1.57300793266468
"NVE1495",-0.368481146208337,0.703922627145951,0,0.535581869007029,-1.07240377335429,-0.585650797706462,-0.904063015215366,-1.38987756116596,-1.02139641495762,-1.6075164275127
"NVE1496",0,0,0,0,0,0,0,0,0,0
"NVE1497",0,0,0,0,0,0,0,0,0,0
"NVE1498",0,0,0,0,0,0,0,0,0,0
"NVE1499",0,0,0,0,0,0,0,0,0,0
"NVE1500",0,0,0,0,-0.455984154279677,0,0,-0.409154408984619,0,-0.468909529197821
"NVE1501",0,0,0,0,0,0,0,0,0,0
"NVE1502",0,-0.349823986662978,0,0,0.634435729706215,0.319558304517779,0.48475783633614,0.749406898975052,0.464795155931815,0.809467641724356
"NVE1503",0,0,0,0,0.432222667458822,0,0,0,0,0
"NVE1505",0,0,0,0,0.609310315385424,0,0,0.568859619034861,0,0.635414402116711
"NVE1506",0,0,0,0,0,0,0,0,0,0
"NVE1507",0,0,0,0,0,0,0,0,0,0
"NVE1508",0,0,0,0,0,0,0,0,0,0
"NVE1509",0,0,0,0,0,0,0,0,0,0
"NVE1510",0,0,0,0,0,0,0,0,0,0
"NVE1511",0,0,0,0,0,0,0,0,0,0
"NVE1512",0,0,0,0,0,0,0,0,0,0
"NVE1513",0,0,0,0,0,0,0,0,0,0
"NVE1514",0,0,0,0,0,0,0,0,0,0
"NVE1515",0,0,0,0,0,0,0,0,0,0
"NVE1516",0,0,0,0,0,0,0,0,0,0
"NVE1517",0,0,0,0,0,0,0,0,0,0
"NVE1518",0,0.509120806612653,0,0,-0.67915877603667,-0.434270506362641,-0.386909478987664,-0.832187669887213,-0.662149700463196,-0.996225246213077
"NVE1519",0,0,0,0,0,0,0,0,0,0
"NVE1520",0,0,0,0,0,0,0,0,0,0
"NVE1521",-0.463799691000529,0,0,0,0,0,0,0,0,0
"NVE1522",0,0,0,0,0,0,0,0,0,0
"NVE1523",0,0,0,0,0,0,0,0,0,0
"NVE1524",0,0,0,0,0,0,0,0,0,0
"NVE1525",0,0,0,0,0.487355589979037,0,0.350515472898436,0.500853814703435,0,0.542457865086169
"NVE1526",0,0,0,0,0,0,0,0,0,0
"NVE1527",0,0,0,0,0,0,0,0,0,0
"NVE1528",0,0,0,0,0,0,0.597020911758668,0,0,0
"NVE1529",0,0,0,0,0,0,0,0,0,0
"NVE1530",0,0,0,0,0,0,0,0,0,0
"NVE1531",0,0,0,0,0,0,0,0,0,0
"NVE1532",0,0,0,0,0,0,0,0,0,0
"NVE1533",0,0,0,0,0,0,0,0,0,0
"NVE1534",0,0,0,0,0,0,0,0,0,0
"NVE1535",0,0,0,0,0.253634823573584,0,0.229647696113686,0.33305837276065,0.243778679787443,0.384557615618014
"NVE1536",0,0,0,0,0,0,0,0,0,0
"NVE1537",0,0,0,0,-0.318027711790028,-0.335467908726464,-0.337638653491482,-0.458453368734647,0,0
"NVE1538",0,0,0,0,-0.447663404444008,0,-0.540150707838817,-0.535062382980872,0,0
"NVE1539",0,0,0,0,0,0,0,0,0,0
"NVE1540",0,0,0,0,0.362609312339961,0.333329593796287,0.34416595821873,0.500182023740486,0,0.460440130491373
"NVE1541",0,0,0,0,0,0,0,0,0,0
"NVE1543",0,0,0,0,0,0,0,0,0,0
"NVE1544",0,0,0,0,-0.677508625349337,0,-0.690356533595936,-0.941136940183571,0,-1.01057570756211
"NVE1545",0,0,0,0,0,0,0,0,0,0
"NVE1546",0,0,0,0,0,0,0,0,0,0
"NVE1547",0,0,0,0,0,0,0,0,0,0
"NVE1548",0,0,0,0,-0.757004459562127,0,-0.645851917264346,-0.908787386546901,0,-0.930333526112646
"NVE1549",0,0,0,0,0,0,0,0,0,0
"NVE1550",0,0,0,0,0,0,0,0,0,0
"NVE1551",0,0,0,0,-0.239516383197423,0,0,0,0,0
"NVE1552",0,0,0,0,0,0,0,0,0,0
"NVE1553",0,0,0,0,0,0,0,0,0,0
"NVE1554",0,0,0,0,0,0,0,0.326616761762645,0,0.417297070030184
"NVE1555",0,0,0,0,0,0,0,0,0,0
"NVE1556",0,0,0,0,0,0,0,0,0,0
"NVE1557",0,0.615581038128133,0,0,-0.955693746199016,-0.482932888353783,-0.705215807613368,-1.15026006674508,-0.810147358674195,-1.30693854638474
"NVE1558",0.557449661865002,0,0,0,0,0,0,0,0,0
"NVE1559",0,0.443944564348437,0,0,0,0,0,0,0,0
"NVE1560",0,1.07749649647398,0,0,-1.63842077351712,-0.607458060643251,-1.03441411851581,-1.74380546919025,-1.18288119214711,-1.95112493389007
"NVE1561",0,0,0,0,0,0,0,0,0,0
"NVE1562",0,0,0,0,0,0,0,0,0,0
"NVE1563",0.272569960712012,0,0,0,0.317045936288609,0,0.299155261607343,0.365574198479814,0,0.305718493124451
"NVE1564",0,0,0,0,0,0,0,0,0,0
"NVE1565",0,0,0,0,0,0,0,0,0,0
"NVE1566",0,0,0,0,0,0,0,0,0,0
"NVE1567",0.453893771471797,-0.573571857505117,0,0,1.02746562897691,0.503583796685344,0.652662831234542,1.12867039869589,0.674776627224089,1.20229755632455
"NVE1568",0,0,0,0,-0.28797586290379,0,0,0,0,0
"NVE1569",0,-0.420191691040093,0,0,0.665296207692953,0.382946959547274,0.405561108250797,0.774241158906145,0.529136642253285,0.868918200545724
"NVE1570",0,0,0,0,0,0,-0.31088817258313,0,0,0
"NVE1571",-0.446002127987209,0,0,0,-0.736101425759725,-0.478318430844839,-0.646244244981193,-0.937997243664383,0,-0.953328544637861
"NVE1572",0,0,0,0,0,0,0.300790103830804,0.360853051815028,0,0
"NVE1573",0,0,0,0,0,0,0,0,0,0
"NVE1575",0,0,0,0,0,0,0,0,0,0
"NVE1576",0,0,0,0,0,0,0,0,0,0
"NVE1577",0,0,0,0,0,0,0,0,0,0
"NVE1578",0,0,0,0,0,0,0,0,0,0
"NVE1580",0,0,0,0,0,0,0,0,0,0
"NVE1581",0,0,0,0,0,0,0,0,0,0
"NVE1584",0,0,0,0,0,0,0,0,0,0
"NVE1586",0,0,0,0,0,0,0,0,0,0
"NVE1587",0,0,0,0,0,0,0,0,0,0
"NVE1588",0,0,0,0,0.431984540650727,0,0,0.551601846783056,0,0.705582135493228
"NVE1589",0,0,0,0,0,0,0,0,0,0
"NVE1590",0,0,0,0,0,0,0,0,0,0
"NVE1591",0,0,0.743820134809751,1.32164827691202,0,0,-1.0379920932231,-0.758831213904811,-1.04248739759373,-1.20087935790932
"NVE1592",0,0,0,0,0.477325132613172,0,0.362553371486948,0.538549244777692,0,0.582323192929686
"NVE1593",0,0,0,0,0.436708296105783,0,0,0.561753550655618,0.464313914501348,0.684044658456354
"NVE1594",0,0,0,0,0,0,0,0,0,0
"NVE1595",0,0,0,0,0,0,0,0,0,-0.454115169664136
"NVE1596",0,0,0,0,-0.428261897710249,0,0,0,0,0
"NVE1597",0,0,0,0,-0.546503066439566,0,0,-0.49534361332078,0,0
"NVE1598",0,0,0,0,0,0,0,0,0,0
"NVE1599",0,0,0,0,0,0,0,0,0,0
"NVE1600",0,0,0,0,0,0,0,0,0,0
"NVE1601",0.554615865298626,0,0,0,0,0,0,0,0,0
"NVE1602",0,0.633683407283626,0,0.649049642801771,-0.762039636263428,0,-0.777405871781572,-1.11156671962101,-0.983210490641204,-1.39651845198504
"NVE1603",0,0,0,0,0,0,-0.699496392787322,0,0,0
"NVE1604",0,0,0,0,0.576922575925753,0,0.506273963411732,0.562967655439178,0,0
"NVE1605",0,0,0,0,-0.599050615929265,-0.52246165116278,-0.505616493749432,-0.838225270845612,-0.493096468689671,-0.887548213687603
"NVE1606",0,0,0,0,0.33277756350272,0.424888019662469,0,0,0,0
"NVE1607",0,0,0,0,0,0,0,0,0,0
"NVE1608",0,0,0,0,0.278635121723658,0.264124952984313,0.331495670020029,0.464263781532166,0.313538513510189,0.518534495108106
"NVE1609",0,0.498242965248006,0.367491122843026,0.356061607165257,-0.597543992832945,-0.466792150427964,-0.455362634750195,-0.872098445310109,-0.77279741772517,-1.09659758407567
"NVE1610",0,0,0,0,0,0,0,0,0,0
"NVE1611",0,0,0,0,0,0,0,0,0,0
"NVE1612",0,0,0,0,0,0,0,0,0,0
"NVE1613",0,0,0,0,0,0,0,0,0,0
"NVE1614",0,0,0,0,0,0,-0.277069132254004,0,0,0
"NVE1615",0,0,0,0,0,0,0,0,0,0
"NVE1616",0,0,0,0,0,0,0,0,0,0
"NVE1617",0,0,0,0,0,0,0,0,0,0
"NVE1618",0,0,0,0,0,0,0,0,0,0
"NVE1619",0,0,0,0,0,0.612232489486951,0,0,0,0
"NVE1620",0,0,0,0,0,0,0,0,0,0
"NVE1622",0,0,0,0,0,0,0,0,0,0
"NVE1623",0,0,0,0,0,0,0,0,0,0
"NVE1624",0,0,0,0,0,0,0,-0.589711705680228,0,-0.755303213494819
"NVE1625",0,0,0,0,-0.362468917671814,0,0,-0.349013164403768,0,-0.402358410307676
"NVE1626",0,0,0,0,0,0,0,0,0,0
"NVE1627",0,0,0,0,-0.808353853165188,0,-0.612199510567694,-0.941532080889974,-0.590345747302779,-1.02125225233497
"NVE1628",0,0,0,0,0,0,0,0,0,0
"NVE1629",-1.59133758595687,0,0,0,-1.62912052719773,-1.48611835258903,-1.73826557138184,-2.27556736616987,0,-1.97319832271237
"NVE1630",0,0,0,0,0,0,0,0,0,0
"NVE1631",0,0,0,0,0,0,0,0,0,0
"NVE1632",0,0,0,0,0,0,0,0,0,0
"NVE1633",0,0,0,0,0,0,0,0,0,0
"NVE1635",0,0,0,0,0,0,0.530634270611746,0.556184816762435,0,0
"NVE1636",0,0,0,0,0.684262696917505,0,0,0.619582915982426,0,0.704543483164161
"NVE1637",0,0,0,0,0.42769482901266,0.328048707968595,0.335645872870106,0.554197957436386,0,0.571203517008592
"NVE1638",0,0,0,0,0,0,0,0,0,0
"NVE1639",0,0,0.645782501012105,0.491103117724975,0,-0.79218146185592,-0.63750207856879,-0.994477798362316,-0.848078837518502,-1.22837148179101
"NVE1640",0,0,0,0,0,0,0,0,0,0
"NVE1641",0,0,0,0,0.329288859194367,0,0,0,0,0
"NVE1642",0,0,0,0,0,-0.356442240687562,-0.421964406225561,-0.486675499926114,0,-0.537827629196781
"NVE1643",-0.685088284323806,0,0,0,-0.77246222517788,-0.795210132636832,-1.09630903878746,-1.32435332679463,0,-1.3090790773746
"NVE1644",0,0,0,0,0,0,0,0.714947261057475,0,0.925392310922683
"NVE1645",-0.813139202107749,0,0,0,-0.786548213151957,-0.658327917203215,-0.96804024278213,-1.12249389802643,0,-0.954565933474116
"NVE1646",0,0.458678421610617,0,0.480290813700077,0,0,0,0,-0.622141147007287,-0.666611955617033
"NVE1647",0.356981965070563,0,0,0,0.595846281294274,0.465244472043028,0.386765202449349,0.725921207097591,0,0.729906616371558
"NVE1648",0,0,0,0,0,0,0,0,0,0
"NVE1649",0,0,0,0,0,0,0,0,0,0
"NVE1650",0,0,0,0,0,0,-0.320132521118596,-0.340658813935948,0,0
"NVE1651",0,0,0,0,-0.44869508424475,-0.398353796254525,-0.529288780837017,-0.670705502514258,0,-0.635779804457255
"NVE1652",0,0,0,0,0,0,0,0,0,0
"NVE1653",0,0,0,0,0,0,0,0,0,0
"NVE1654",0,-0.537191265217703,0,0,0.905399388855088,0.604636234980093,0.558794042769466,1.09401496790159,0.725806844264209,1.21321419361574
"NVE1655",0,0,0,0,0,0,0,0,0,0
"NVE1656",0,0,0,0,0.293539166553674,0.259361886179167,0,0.380822752589489,0.26962631945378,0.433632233645208
"NVE1657",0,0,0,0,0,0,0,0,0,0
"NVE1658",0,0,0,0,0.553940534137508,0.352053900139323,0.512704035200354,0.722995052777538,0.402434102043405,0.750285810393229
"NVE1659",0,0,0,0,0,0,0,0,0,0
"NVE1660",0,0,0,0,0,0,0,0,0,0
"NVE1661",0.403866930162853,0,0,0,0.563836935989842,0.304619957381535,0.363508224866248,0.577632666450448,0,0.500931962181184
"NVE1662",0,0,0,0,0,0,0,0,0,0
"NVE1663",0,0,0,0,0,0,0,-0.452284438287206,0,0
"NVE1664",0,0,0,0,0,0,0,0,0,0
"NVE1665",0,0,0,0,0.576154563327802,0,0,0.807551529965075,0,0.920422817178599
"NVE1666",0,0,0,0,0.514717379104652,0,0.523193915013757,0.744103201355474,0,0.796814010619327
"NVE1667",0,0,0,0,0,0,0,0,0,0
"NVE1668",0,0,0,0,-0.586011954829178,0,-0.60484821124048,0,0,0
"NVE1669",0,0,0,0,0,0,0,0,0,0
"NVE1670",0,0,0,0,0.366181203564892,0,0.467637914433404,0.603221048200641,0.412605631288514,0.677217448673583
"NVE1671",0,0,0,0,0,0,0,0,0,0
"NVE1672",0,-0.584591596872266,0,0,0.649346374041644,0,0,0,0,0
"NVE1673",-0.48788107111219,0,0,0,-0.429618585570805,0,-0.506330839511878,0,0,0
"NVE1674",-0.348827727008624,0,0,0,-0.513766445214289,-0.316845857720599,-0.444584249531392,-0.625586235607798,0,-0.601563667028415
"NVE1675",0,0,0,0,0.501501034861407,0,0,0.627909029904772,0,0
"NVE1676",-0.729567297070338,0,0,0,0,0,0,0,0,0
"NVE1677",0,0,0,0,0,0,0,0,0,0
"NVE1678",0.43080986105531,0,0,0,0.433544131455937,0,0,0,0,0
"NVE1679",0,-0.792793558668917,-0.558669236326686,-1.02249054559661,0.968233312136926,0.734108989794695,1.19793029906462,1.66998823488842,1.49454848142041,2.10969066447432
"NVE1680",0,0,0,0,0,0,0,0,0,0
"NVE1681",0,0,0,0,0,0,0,0,0,0
"NVE1682",0,0,0,0,0.376747767292564,0,0,0,0,0
"NVE1683",0,-0.34213275442695,0,0,0,0,0,0,0,0
"NVE1684",0,-0.754997846579623,0,0,0.45292330940084,0,0,0,0.722158509897041,0.761494575054543
"NVE1685",0,0,0,0,0,0,0,-0.480303951099854,0,0
"NVE1686",0,0,0,0,0,0,0,0.305064789899905,0,0
"NVE1687",0,0,0,0,0,0,0,0,0,0
"NVE1688",0,0,0,0,0,0,0,0,0,0
"NVE1689",0,0,0,0,0,0,0,0,0,0
"NVE1690",0,0,0,0,0,0,0,0,0,0
"NVE1691",0,0,0,0,0,0,0,0,0,0
"NVE1693",0,0,0,0,0,0,0,0,0,0
"NVE1694",0,0,0,0,0,0,0,0,0,0
"NVE1695",0,0,0,0,0,0,0,0,0,0
"NVE1696",0,0,0,0,0,0,0,0,0,0
"NVE1697",0,-0.608773520222874,0,0,0.796231195157404,0.436426425582812,0.50761882089476,0.969183323700138,0.781725648765609,1.16727220773303
"NVE1698",0,0,0,0,0,0,0,0,0,0
"NVE1699",0,0,0,0,0,0,0,0,0,0
"NVE1700",0,0,0,0,-0.593636173818059,0,0,-0.689460702803862,0,-0.856012640867492
