"","Condition_GF_vs_wt","Condition_GF_vs_bA.A","Condition_GF_vs_bJ.A","Condition_GF_vs_bE.A","Condition_bA.A_vs_wt","Condition_bJ.A_vs_wt","Condition_bE.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_wt","Condition_bE.A_bJ.A_bA.A_vs_GF","Condition_bE.A_bJ.A_bA.A_vs_GF_wt"
"NVE498",0,0,0,0,0,0,0,0,0,0
"NVE499",0,0,0,0,0,0,0,0,0,0
"NVE500",0,0,0,0,0,0,0,0,0,0
"NVE501",0,0,0,0,0,0,0,0,0,0
"NVE502",0,0,0,0,0,0,0,0,0,0
"NVE503",0,0,0,0,0,0,0,0,0,0
"NVE504",0,0,0,0,0,0,0,0,0,0
"NVE505",0,0,0,0,0,0,0,0,0,0
"NVE506",0,0,0,0,1,0,0,0,0,0
"NVE507",0,0,0,0,0,0,1,1,0,0
"NVE508",0,0,0,0,0,0,0,0,0,0
"NVE509",0,0,0,0,0,0,0,0,0,0
"NVE510",0,0,0,0,0,0,0,0,0,0
"NVE511",0,0,0,0,0,0,0,0,0,0
"NVE512",0,0,0,0,0,0,0,0,0,0
"NVE513",0,0,0,0,0,0,0,0,0,0
"NVE514",1,0,0,0,1,1,1,1,0,1
"NVE515",0,0,0,0,0,0,0,0,0,0
"NVE516",1,0,0,0,1,0,0,0,0,0
"NVE517",0,0,0,0,0,0,0,0,0,0
"NVE519",0,1,0,0,0,0,0,1,1,1
"NVE520",0,1,0,1,1,0,1,1,1,1
"NVE521",0,0,0,0,0,0,0,0,0,0
"NVE522",0,0,0,0,0,0,0,0,0,0
"NVE523",0,0,0,0,0,0,0,0,0,0
"NVE524",0,0,0,0,0,0,0,0,0,0
"NVE525",0,0,0,0,0,0,0,0,0,0
"NVE526",0,0,0,0,0,0,0,0,0,0
"NVE527",0,0,0,0,0,0,0,0,0,0
"NVE528",0,0,0,0,1,0,0,0,0,0
"NVE529",0,0,0,0,0,0,0,0,0,0
"NVE530",0,0,0,0,0,0,0,0,0,0
"NVE531",1,0,0,0,0,0,1,0,0,0
"NVE532",0,0,0,0,0,0,0,0,0,0
"NVE533",0,0,0,0,0,0,0,0,0,0
"NVE534",0,0,0,0,1,0,1,1,0,1
"NVE535",0,0,0,0,0,0,0,0,0,0
"NVE536",0,0,0,0,1,0,1,1,0,1
"NVE537",0,0,0,1,0,0,1,1,1,1
"NVE538",0,0,0,0,0,0,1,0,0,0
"NVE539",0,1,0,1,1,0,1,1,1,1
"NVE540",0,0,0,0,1,0,0,0,0,0
"NVE541",0,0,0,0,0,0,0,0,0,0
"NVE542",0,0,0,0,0,0,0,0,0,0
"NVE543",0,1,0,0,1,0,0,0,0,0
"NVE544",0,0,0,0,0,0,0,0,0,0
"NVE545",0,1,0,1,0,0,1,1,1,1
"NVE546",0,0,0,1,0,0,0,0,1,1
"NVE547",0,0,0,0,0,0,0,0,0,0
"NVE548",0,0,0,0,0,0,0,0,0,0
"NVE549",0,0,0,0,0,0,0,0,0,0
"NVE550",0,0,0,1,1,1,1,1,1,1
"NVE551",0,0,0,0,1,0,1,1,1,1
"NVE552",0,0,0,0,0,0,0,0,0,0
"NVE553",0,0,0,0,0,0,0,0,0,0
"NVE554",0,0,0,0,0,0,0,0,0,0
"NVE555",0,1,0,0,1,0,0,1,1,1
"NVE556",0,0,0,0,0,0,0,0,0,0
"NVE557",0,0,0,0,0,0,0,0,0,0
"NVE558",0,0,0,0,0,0,0,0,0,0
"NVE559",0,1,0,0,0,0,0,1,1,1
"NVE560",0,0,0,0,0,0,0,0,0,0
"NVE561",0,0,0,0,0,0,0,0,0,0
"NVE562",0,1,0,0,0,0,0,0,1,1
"NVE563",0,1,0,0,1,1,1,1,1,1
"NVE564",1,1,0,0,1,1,1,1,1,1
"NVE565",0,0,0,0,1,0,0,1,0,1
"NVE566",0,0,0,0,0,0,0,0,0,0
"NVE567",0,0,0,0,0,0,0,0,0,0
"NVE568",0,0,0,0,0,0,0,0,0,0
"NVE569",0,0,0,0,0,0,1,1,0,0
"NVE570",0,0,0,0,0,0,0,0,0,0
"NVE571",0,1,0,0,1,1,1,1,1,1
"NVE572",0,1,0,1,1,0,1,1,1,1
"NVE573",0,1,0,1,1,0,1,1,1,1
"NVE574",0,0,0,0,0,0,0,0,0,0
"NVE575",0,0,0,0,1,1,1,1,1,1
"NVE576",0,0,0,0,0,0,0,0,0,0
"NVE577",0,0,0,0,0,0,0,0,0,0
"NVE578",0,0,0,0,0,0,0,0,0,0
"NVE579",1,0,0,0,1,0,1,0,0,0
"NVE580",0,0,0,0,0,0,0,0,0,0
"NVE581",0,0,0,0,0,0,0,0,0,0
"NVE582",0,0,0,0,0,0,0,0,0,0
"NVE583",0,0,0,0,0,0,0,0,0,0
"NVE584",0,0,0,0,0,0,0,0,0,0
"NVE585",0,0,0,0,0,0,0,0,0,0
"NVE586",0,0,0,0,1,0,0,0,0,0
"NVE587",0,0,0,0,1,1,0,0,0,0
"NVE588",0,0,0,0,0,0,0,0,0,0
"NVE589",0,0,0,0,1,0,1,1,0,0
"NVE590",0,0,0,0,0,0,0,0,0,0
"NVE591",0,0,0,0,1,0,0,1,0,0
"NVE592",0,0,0,0,1,0,1,1,0,1
"NVE593",0,0,0,0,0,0,0,0,0,0
"NVE594",0,0,0,0,0,0,0,0,0,0
"NVE595",0,0,0,0,0,0,1,1,0,1
"NVE596",1,0,0,0,1,1,1,1,1,1
"NVE597",0,0,0,0,0,0,0,0,0,0
"NVE598",0,0,0,0,0,0,0,0,0,0
"NVE599",0,0,0,0,0,0,0,0,0,0
"NVE600",0,0,0,0,0,0,0,0,0,0
"NVE601",0,0,0,0,0,0,0,0,0,0
"NVE602",0,0,0,0,1,1,1,1,0,1
"NVE603",0,0,0,0,0,0,1,1,0,0
"NVE604",0,0,0,0,0,0,0,1,0,1
"NVE605",0,0,0,0,0,0,0,0,0,0
"NVE606",0,0,0,0,1,1,1,1,1,1
"NVE607",0,0,0,0,1,1,1,1,0,1
"NVE608",0,1,0,0,1,0,1,1,1,1
"NVE609",0,0,0,0,0,0,0,0,0,0
"NVE610",0,0,0,0,0,0,0,0,0,0
"NVE611",1,0,0,0,1,1,1,1,1,1
"NVE612",0,0,0,0,1,0,0,1,0,0
"NVE613",1,0,0,0,1,0,1,1,0,0
"NVE614",1,0,0,0,1,0,1,1,0,0
"NVE615",0,0,0,0,0,0,0,0,0,0
"NVE616",0,1,0,0,1,1,1,1,1,1
"NVE617",0,0,0,0,1,0,0,1,0,1
"NVE618",0,0,0,0,0,0,0,0,0,0
"NVE619",0,0,0,0,0,0,0,0,0,0
"NVE620",0,0,0,0,0,0,0,0,0,0
"NVE621",1,0,0,0,1,1,1,1,0,1
"NVE622",0,0,0,0,0,0,0,0,0,0
"NVE623",0,0,0,0,0,0,0,0,0,0
"NVE624",0,0,0,0,0,0,0,0,0,0
"NVE625",0,0,0,0,0,0,0,0,0,0
"NVE626",0,0,0,0,1,0,0,0,0,0
"NVE627",0,0,0,0,1,0,0,1,0,0
"NVE628",0,1,0,0,1,0,1,1,1,1
"NVE629",0,0,0,0,1,0,0,0,0,0
"NVE630",0,0,0,0,0,0,0,0,0,0
"NVE631",0,0,0,0,0,0,0,0,0,0
"NVE632",0,0,0,0,0,0,0,0,0,0
"NVE633",0,0,0,0,0,0,0,0,0,0
"NVE634",0,0,0,0,0,0,0,0,0,0
"NVE635",1,0,0,0,1,0,0,1,0,0
"NVE636",0,0,0,0,0,0,0,0,0,0
"NVE637",0,0,0,0,0,0,0,0,0,0
"NVE638",0,0,0,0,1,0,1,1,0,1
"NVE639",0,0,0,0,1,0,0,1,0,1
"NVE640",0,0,0,0,1,0,1,1,1,1
"NVE641",0,0,0,0,0,0,0,0,0,0
"NVE642",0,0,0,0,0,0,0,1,0,1
"NVE643",0,0,0,0,1,0,0,0,0,0
"NVE644",0,0,0,0,0,0,0,0,0,0
"NVE645",0,0,0,0,0,0,0,0,0,0
"NVE646",0,0,0,0,0,0,0,1,0,0
"NVE647",1,0,0,0,1,1,1,1,1,1
"NVE648",0,0,0,0,0,0,0,0,0,0
"NVE649",0,0,0,0,0,0,0,0,0,0
"NVE650",0,0,0,0,0,0,0,0,0,0
"NVE651",0,0,0,0,1,1,0,1,1,1
"NVE652",1,0,0,0,1,1,1,1,0,1
"NVE653",0,0,0,0,1,1,1,1,1,1
"NVE654",0,0,0,0,1,0,0,0,0,0
"NVE655",0,0,0,0,0,0,0,0,0,0
"NVE656",0,0,0,0,0,0,0,0,0,0
"NVE657",0,1,0,0,1,1,1,1,1,1
"NVE658",0,0,0,0,0,0,0,0,0,0
"NVE659",0,1,0,0,1,1,1,1,1,1
"NVE660",0,0,0,0,0,0,1,0,0,0
"NVE661",0,0,0,0,0,0,0,0,0,0
"NVE662",1,0,0,0,1,0,1,1,0,0
"NVE663",0,0,0,0,0,0,0,0,0,0
"NVE664",0,0,0,0,1,1,1,1,1,1
"NVE665",0,0,0,0,0,0,0,0,0,0
"NVE666",0,0,0,0,0,0,0,0,0,0
"NVE667",0,0,0,0,0,0,0,0,0,0
"NVE668",0,0,0,0,0,0,0,0,0,0
"NVE669",0,0,0,0,0,0,0,0,0,0
"NVE670",0,0,0,0,0,0,0,0,0,0
"NVE671",0,0,0,0,0,0,0,0,0,0
"NVE672",0,0,0,0,0,0,0,0,0,0
"NVE674",0,0,0,0,0,0,0,0,0,0
"NVE675",0,0,0,0,0,0,0,0,0,0
"NVE676",0,0,0,0,0,0,0,0,0,0
"NVE677",0,0,0,0,0,0,0,0,0,0
"NVE679",0,0,0,0,0,0,0,0,0,0
"NVE680",0,0,0,0,0,0,0,0,0,0
"NVE681",0,0,0,0,0,0,0,0,0,0
"NVE682",1,0,0,0,1,0,1,1,0,1
"NVE683",0,0,0,0,0,0,0,0,0,0
"NVE684",0,0,0,0,0,0,0,0,0,0
"NVE685",0,0,0,0,0,0,0,0,0,0
"NVE686",0,0,0,0,0,0,0,1,1,1
"NVE687",1,0,0,0,0,0,1,0,0,0
"NVE688",0,0,0,0,0,0,0,0,0,0
"NVE689",0,0,0,0,1,1,1,1,0,1
"NVE690",0,0,0,0,0,0,0,0,0,0
"NVE691",0,0,0,0,0,0,0,0,0,0
"NVE692",0,0,0,0,1,1,0,1,0,1
"NVE693",1,0,0,0,1,1,1,1,0,0
"NVE694",0,0,0,0,0,0,0,0,0,0
"NVE695",0,0,0,0,0,0,0,0,0,0
"NVE696",0,0,0,0,1,0,0,1,0,1
"NVE697",0,0,0,0,0,0,0,0,0,0
"NVE698",0,0,0,0,0,0,0,0,0,0
"NVE699",0,0,0,0,1,1,1,1,1,1
"NVE700",0,0,0,1,0,0,0,0,1,0
"NVE701",0,0,0,0,0,0,0,0,0,0
"NVE702",1,0,0,0,1,0,0,0,0,0
"NVE703",0,0,0,0,0,0,0,0,0,0
"NVE704",0,1,0,0,1,1,1,1,1,1
"NVE705",0,0,0,0,1,0,0,0,0,0
"NVE706",1,0,0,0,0,0,0,0,0,0
"NVE707",0,1,0,0,1,1,1,1,1,1
"NVE708",0,0,0,0,1,0,1,1,0,1
"NVE709",0,0,0,0,1,1,1,1,0,1
"NVE710",0,0,0,0,0,0,1,1,0,0
"NVE711",0,0,0,0,0,0,0,0,0,0
"NVE712",0,0,0,0,0,0,0,0,0,0
"NVE713",0,0,0,0,1,0,1,1,0,1
"NVE714",0,0,0,0,1,0,0,1,1,1
"NVE715",0,1,0,1,1,0,1,1,1,1
"NVE716",0,1,0,0,1,1,1,1,1,1
"NVE717",0,0,0,0,0,0,0,0,0,0
"NVE718",0,0,0,0,1,0,0,0,0,0
"NVE719",1,0,0,0,1,1,1,1,0,0
"NVE720",0,0,0,0,0,0,0,0,0,0
"NVE721",0,0,0,0,1,0,0,0,0,0
"NVE722",0,0,0,0,1,1,1,1,0,1
"NVE723",0,0,0,0,0,0,0,0,0,0
"NVE724",0,0,0,0,0,0,0,0,0,0
"NVE725",0,0,0,0,0,0,0,0,0,0
"NVE726",0,0,0,0,0,0,0,0,0,1
"NVE727",0,0,0,0,0,0,0,0,0,0
"NVE728",0,0,0,0,0,0,0,0,0,0
"NVE729",0,0,1,1,0,1,1,1,1,1
"NVE730",0,0,0,0,0,0,0,0,0,0
"NVE731",0,0,0,0,0,0,0,0,0,0
"NVE732",0,0,0,0,1,0,0,0,0,0
"NVE733",0,0,0,0,0,0,0,1,1,1
"NVE734",0,1,0,0,1,0,0,0,1,1
"NVE735",0,0,0,0,1,1,1,1,0,1
"NVE736",0,0,0,0,0,0,0,0,0,0
"NVE737",0,0,0,0,0,0,0,0,0,0
"NVE738",0,0,0,0,1,0,1,1,0,1
"NVE739",0,0,0,0,0,0,0,0,0,0
"NVE740",0,0,0,0,0,0,0,0,0,0
"NVE741",0,1,0,0,1,0,0,1,1,1
"NVE742",0,0,0,0,1,0,1,1,0,1
"NVE743",0,0,0,0,0,0,0,0,0,0
"NVE744",0,0,0,0,1,0,0,0,0,0
"NVE745",0,0,0,0,0,0,0,0,0,0
"NVE746",0,0,0,0,0,0,0,0,0,0
"NVE747",0,0,0,0,0,0,0,0,0,0
"NVE748",0,0,0,0,0,0,0,0,0,0
"NVE749",0,0,0,0,0,0,0,0,0,0
"NVE750",0,0,0,0,0,0,0,0,0,0
"NVE751",0,0,0,0,0,0,0,0,0,0
"NVE752",0,0,0,0,0,0,0,0,0,0
"NVE753",0,0,0,0,0,0,0,0,0,0
"NVE754",0,0,0,0,0,0,0,0,0,0
"NVE755",0,0,0,0,0,0,0,0,0,0
"NVE756",0,0,0,0,0,0,0,0,0,0
"NVE758",0,0,0,0,1,0,0,0,0,0
"NVE759",0,0,0,0,0,0,0,0,0,0
"NVE760",0,0,0,0,0,0,0,0,0,0
"NVE761",0,0,0,0,1,0,0,0,0,0
"NVE762",0,0,0,0,0,0,0,0,0,0
"NVE763",0,0,0,0,0,0,0,0,0,0
"NVE764",0,0,0,0,0,0,0,0,0,0
"NVE765",0,0,0,0,0,0,0,0,0,0
"NVE766",0,0,0,0,0,0,0,0,0,0
"NVE767",0,0,0,0,0,0,0,0,0,0
"NVE768",0,0,0,0,0,0,0,0,0,0
"NVE769",0,0,0,0,0,0,0,0,0,0
"NVE770",0,0,0,0,0,0,0,0,0,0
"NVE771",0,0,0,0,0,0,0,0,0,0
"NVE772",0,0,0,0,0,0,0,0,0,0
"NVE773",0,0,0,0,0,0,0,0,0,0
"NVE774",0,0,0,0,0,0,0,0,0,0
"NVE775",0,0,0,0,0,0,0,0,0,0
"NVE776",0,0,0,0,0,0,0,0,0,0
"NVE777",0,0,0,0,0,0,0,0,0,0
"NVE778",0,0,0,0,0,1,0,0,0,0
"NVE779",0,0,1,0,0,1,0,0,0,0
"NVE780",0,0,0,0,0,1,0,0,0,0
"NVE781",0,0,0,0,0,0,1,0,0,0
"NVE782",0,0,0,0,0,0,0,0,0,0
"NVE783",0,0,0,0,0,1,0,1,0,0
"NVE784",0,0,0,0,0,0,1,0,0,0
"NVE785",0,0,0,0,1,0,1,1,0,1
"NVE786",0,1,0,0,1,0,1,1,1,1
"NVE787",0,0,0,0,0,0,0,0,0,0
"NVE788",0,0,0,0,0,0,0,0,0,0
"NVE789",0,0,0,0,1,0,0,0,0,0
"NVE790",1,0,0,0,1,1,1,1,0,1
"NVE791",0,0,0,0,1,0,0,1,0,1
"NVE792",0,0,0,0,0,0,0,0,0,0
"NVE793",0,0,0,0,0,0,0,0,0,0
"NVE794",0,0,0,0,1,0,1,1,0,1
"NVE795",0,1,0,0,0,0,0,0,0,0
"NVE796",0,1,0,0,1,0,1,1,1,1
"NVE797",0,0,0,0,1,0,0,1,0,1
"NVE798",0,0,0,0,1,1,1,1,0,1
"NVE799",0,0,0,0,0,0,0,0,0,0
"NVE800",0,0,0,0,0,0,0,0,0,0
"NVE801",0,1,0,0,1,0,0,0,0,0
"NVE802",0,0,0,0,0,0,0,0,0,0
"NVE803",0,0,0,0,0,0,0,0,0,0
"NVE804",0,0,0,0,1,0,0,0,0,0
"NVE805",1,0,0,0,1,1,1,1,0,1
"NVE806",0,0,0,0,0,0,0,0,0,0
"NVE807",1,0,0,0,0,0,0,0,0,0
"NVE808",0,0,0,0,1,0,0,0,0,0
"NVE809",0,0,0,0,0,0,0,0,0,0
"NVE810",0,0,0,0,1,0,0,0,0,0
"NVE811",0,0,0,0,1,0,1,1,0,1
"NVE812",0,0,0,0,1,0,0,1,0,0
"NVE813",0,0,0,0,0,0,0,0,0,0
"NVE814",0,0,0,0,1,1,1,1,1,1
"NVE815",0,0,0,0,0,0,0,0,0,0
"NVE816",0,1,0,0,1,1,1,1,1,1
"NVE817",0,0,0,0,0,0,0,0,0,0
"NVE818",0,0,0,0,0,0,0,0,0,0
"NVE819",0,0,0,0,0,0,0,0,0,0
"NVE820",0,0,0,0,1,0,1,0,0,0
"NVE821",0,0,0,0,0,1,1,1,0,0
"NVE822",0,0,0,0,0,0,0,0,0,0
"NVE823",0,0,0,0,0,0,0,0,0,0
"NVE824",0,0,0,0,0,0,0,0,0,0
"NVE825",1,0,0,0,1,1,1,1,1,1
"NVE826",1,0,0,0,0,1,0,1,0,0
"NVE827",0,0,0,0,0,0,0,0,0,0
"NVE828",0,0,0,0,0,0,0,0,0,0
"NVE829",0,0,0,0,0,0,0,0,0,0
"NVE830",0,1,0,0,1,1,1,1,1,1
"NVE831",1,0,0,0,1,1,1,1,0,1
"NVE832",0,0,0,0,0,0,0,0,0,0
"NVE833",0,0,0,0,0,0,0,0,0,0
"NVE834",0,0,0,0,0,0,0,0,0,0
"NVE835",0,0,0,0,1,0,1,1,0,0
"NVE836",0,1,1,1,1,1,1,1,1,1
"NVE837",0,0,0,0,0,0,0,0,0,0
"NVE838",0,0,0,0,0,0,0,0,0,0
"NVE839",0,0,0,0,0,0,0,0,0,0
"NVE840",0,0,0,0,0,0,0,0,0,0
"NVE841",0,0,0,0,0,0,0,0,0,0
"NVE842",0,0,0,0,0,0,0,0,0,0
"NVE843",0,0,0,0,1,0,0,0,0,0
"NVE844",0,0,0,0,0,0,1,1,0,1
"NVE845",0,0,0,0,0,0,0,0,0,0
"NVE846",0,0,0,0,0,0,0,0,0,0
"NVE847",0,0,0,0,0,0,0,0,0,0
"NVE848",0,0,0,0,0,0,0,0,0,0
"NVE849",0,0,0,0,0,0,1,0,0,0
"NVE850",0,0,0,0,0,0,0,0,0,0
"NVE851",0,0,0,0,0,0,0,0,0,0
"NVE852",0,0,0,0,0,0,0,0,0,0
"NVE853",0,0,0,0,0,0,0,0,0,0
"NVE854",0,0,0,0,0,0,0,0,0,0
"NVE855",0,0,0,0,1,0,0,1,0,1
"NVE856",1,0,0,0,1,1,1,1,0,0
"NVE857",0,1,1,0,1,0,0,1,1,1
"NVE858",0,0,0,0,0,0,0,0,0,0
"NVE859",0,0,0,0,0,0,0,0,0,0
"NVE860",0,0,0,0,1,0,0,1,0,1
"NVE861",0,0,0,0,0,0,0,1,0,1
"NVE862",0,0,0,0,0,0,0,0,0,0
"NVE863",0,0,0,0,1,1,1,1,1,1
"NVE864",0,0,0,0,1,1,1,1,1,1
"NVE865",0,0,0,1,0,0,1,0,0,1
"NVE866",0,0,1,1,1,1,1,1,1,1
"NVE867",1,0,0,0,1,1,1,1,0,1
"NVE868",1,0,1,1,0,0,0,0,1,1
"NVE869",0,0,0,0,0,0,0,0,0,0
"NVE870",0,0,0,0,0,0,0,0,0,0
"NVE871",0,0,0,0,0,0,0,0,0,0
"NVE872",0,0,0,0,0,0,0,0,0,0
"NVE873",0,0,0,0,0,0,0,0,1,1
"NVE874",0,0,0,0,0,0,0,0,0,0
"NVE875",0,0,0,0,0,0,0,0,0,0
"NVE876",0,0,0,0,0,0,0,1,0,0
"NVE877",1,0,0,0,1,1,1,1,1,1
"NVE878",0,0,0,0,1,0,1,1,0,1
"NVE879",0,0,0,0,0,0,0,0,0,0
"NVE880",0,0,0,0,0,0,0,0,0,0
"NVE881",0,0,0,0,0,0,0,0,0,0
"NVE882",0,0,0,0,0,0,1,1,0,1
"NVE883",0,0,0,0,0,0,0,0,0,0
"NVE884",0,0,0,0,1,0,0,1,0,1
"NVE885",0,0,0,0,1,1,1,1,0,1
"NVE886",0,0,0,0,0,0,0,0,0,0
"NVE887",0,0,0,0,0,0,0,0,0,0
"NVE888",0,0,0,0,0,0,0,0,1,1
"NVE889",0,0,0,0,1,0,0,0,0,0
"NVE890",0,0,0,0,1,1,1,1,0,1
"NVE891",0,0,0,0,1,1,1,1,1,1
"NVE892",0,0,0,0,1,0,1,1,0,0
"NVE893",0,0,1,1,0,1,1,1,1,1
"NVE894",0,1,0,0,1,0,1,1,1,1
"NVE895",0,0,0,0,1,0,1,1,0,0
"NVE896",1,0,0,0,1,1,1,1,0,0
"NVE897",1,0,0,0,1,0,1,1,0,0
"NVE898",0,0,0,0,0,0,0,0,0,0
"NVE899",1,0,0,0,1,1,1,1,0,0
"NVE900",1,0,0,0,1,1,1,1,0,1
"NVE901",1,0,0,0,0,0,0,0,0,0
"NVE902",1,0,0,0,1,0,0,0,0,0
"NVE903",1,0,0,0,1,0,0,0,0,0
"NVE904",0,0,0,1,0,0,1,0,0,1
"NVE905",0,0,0,0,0,0,0,0,0,0
"NVE906",0,0,0,0,0,0,0,0,0,0
"NVE907",0,0,0,0,0,0,0,0,0,0
"NVE908",1,0,1,0,0,0,0,0,0,0
"NVE909",0,1,1,1,1,1,1,1,1,1
"NVE910",1,1,1,1,0,1,1,1,1,1
"NVE911",0,0,0,1,0,0,1,1,0,1
"NVE912",0,0,0,0,0,0,0,0,0,0
"NVE913",0,0,0,0,0,0,0,0,0,0
"NVE914",1,0,0,0,0,1,1,1,0,0
"NVE915",0,0,0,0,0,0,0,0,0,0
"NVE916",0,0,0,0,0,0,0,0,0,0
"NVE917",0,0,0,0,0,0,0,0,0,0
"NVE918",0,0,0,0,0,0,0,0,0,0
"NVE919",0,0,0,0,0,0,0,0,0,0
"NVE921",1,0,0,0,0,0,0,0,0,0
"NVE922",0,0,0,0,0,0,0,0,0,0
"NVE923",0,0,0,0,0,0,0,0,0,0
"NVE924",0,0,0,0,0,0,0,0,0,0
"NVE925",1,0,0,0,1,1,1,1,0,1
"NVE926",0,0,0,0,0,0,0,0,0,0
"NVE927",0,1,0,0,1,0,1,1,1,1
"NVE928",0,1,0,0,1,0,1,1,1,1
"NVE929",0,0,0,0,0,0,0,0,0,0
"NVE930",0,0,0,0,0,0,0,0,0,0
"NVE931",0,0,0,0,0,0,0,0,0,0
"NVE932",0,0,0,0,0,0,0,0,0,0
"NVE933",0,1,0,0,1,0,0,0,0,0
"NVE934",0,0,0,0,0,0,0,0,0,0
"NVE935",0,0,0,0,0,0,0,0,1,1
"NVE936",0,0,0,0,1,0,0,0,0,0
"NVE937",0,0,0,0,0,0,0,0,0,0
"NVE938",0,0,0,0,0,0,0,0,0,0
"NVE939",0,0,0,0,1,0,0,1,0,1
"NVE940",0,0,0,0,1,1,1,1,1,1
"NVE941",0,0,0,0,1,0,0,1,0,1
"NVE942",0,0,0,0,1,0,1,1,0,1
"NVE943",1,0,0,0,1,1,1,1,0,1
"NVE944",0,0,0,0,0,0,0,0,0,0
"NVE945",0,0,0,0,0,0,0,0,0,0
"NVE946",0,0,0,0,1,0,0,0,0,0
"NVE947",0,0,0,0,1,0,0,1,0,0
"NVE948",0,0,0,0,0,0,0,0,0,0
"NVE949",0,0,0,0,0,0,0,0,0,0
"NVE950",0,0,0,0,0,0,0,0,0,0
"NVE951",0,0,0,0,0,0,0,0,0,0
"NVE952",1,0,0,0,1,1,1,1,0,1
"NVE953",1,0,0,0,1,1,0,1,0,0
"NVE954",0,0,0,0,1,0,0,1,0,1
"NVE955",0,1,0,0,0,0,0,0,0,0
"NVE956",1,0,0,0,1,0,0,1,0,0
"NVE957",0,0,0,0,1,0,0,1,0,0
"NVE958",0,0,0,0,0,0,0,0,0,0
"NVE959",1,0,0,0,1,1,1,1,0,1
"NVE960",0,0,0,0,0,0,0,0,0,0
"NVE961",0,0,0,0,0,0,0,1,0,1
"NVE962",0,0,0,0,0,0,0,1,0,1
"NVE963",0,0,0,0,0,0,0,0,0,0
"NVE964",0,0,0,0,0,0,1,1,0,0
"NVE965",0,0,0,0,0,0,0,0,0,0
"NVE966",0,0,0,0,0,0,0,0,0,0
"NVE967",0,0,0,0,0,0,0,0,0,0
"NVE968",1,0,0,0,1,0,1,1,0,0
"NVE969",0,0,0,0,0,0,0,0,0,0
"NVE970",0,1,0,0,1,0,0,1,0,1
"NVE971",0,1,0,0,1,0,1,1,1,1
"NVE972",0,1,0,0,1,1,1,1,1,1
"NVE973",0,0,0,0,0,0,0,0,0,0
"NVE974",0,0,0,0,1,0,0,0,0,0
"NVE975",0,0,0,0,0,0,0,0,0,0
"NVE976",0,0,0,0,0,1,0,0,0,1
"NVE977",0,0,0,0,0,0,0,0,0,0
"NVE978",0,0,0,0,0,0,0,0,0,0
"NVE979",1,1,0,1,1,1,1,1,1,1
"NVE980",0,0,0,0,0,0,0,0,0,0
"NVE981",0,0,0,0,1,0,1,1,0,1
"NVE982",0,0,0,0,1,0,1,1,1,1
"NVE983",0,0,0,0,0,0,1,0,0,0
"NVE984",0,1,0,0,1,0,0,1,0,0
"NVE985",0,0,0,0,0,0,0,0,0,0
"NVE986",1,0,0,0,1,1,1,1,1,1
"NVE987",0,0,0,0,1,1,1,1,1,1
"NVE988",0,0,0,0,0,0,0,1,1,1
"NVE989",0,0,0,0,0,0,0,0,0,0
"NVE990",0,0,0,1,0,0,1,0,1,1
"NVE991",0,0,0,0,0,0,0,0,0,0
"NVE992",0,0,0,0,1,0,1,1,0,1
"NVE993",0,0,0,0,0,0,0,0,0,0
"NVE994",0,0,0,0,0,0,0,0,0,0
"NVE995",0,0,0,0,0,0,0,0,0,0
"NVE996",0,0,0,0,1,0,0,1,0,1
"NVE997",0,0,0,0,0,0,0,0,0,0
"NVE998",0,0,0,0,0,0,0,0,0,0
"NVE999",0,0,0,0,1,0,0,0,0,0
"NVE1000",0,0,0,0,0,0,0,0,0,0
"NVE1001",0,0,0,0,1,0,1,1,0,1
"NVE1002",0,0,0,0,0,0,0,0,0,0
"NVE1003",0,0,0,0,0,0,0,0,0,0
"NVE1004",0,0,0,0,0,0,0,0,0,0
"NVE1005",0,0,0,0,0,0,0,0,0,0
"NVE1006",0,0,0,0,1,0,0,0,0,0
"NVE1007",0,0,0,0,0,0,0,0,0,0
"NVE1008",0,0,0,0,0,0,0,0,0,0
"NVE1009",0,0,0,0,0,0,0,0,0,0
"NVE1010",0,0,0,0,0,0,0,0,0,0
"NVE1011",0,0,0,0,0,0,0,0,0,0
"NVE1012",0,0,0,0,0,0,0,0,0,0
"NVE1013",0,0,0,0,0,0,0,0,0,0
"NVE1014",0,0,0,0,0,0,0,0,0,0
"NVE1015",0,0,0,0,0,0,0,0,0,0
"NVE1016",1,0,0,0,1,0,0,1,0,0
"NVE1017",0,0,0,0,0,0,0,0,0,0
"NVE1018",0,0,0,0,0,0,0,0,0,0
"NVE1019",0,0,0,0,0,0,0,0,0,0
"NVE1020",0,1,0,0,1,0,0,0,0,0
"NVE1021",0,0,0,0,0,0,0,0,0,0
"NVE1022",0,0,0,0,0,0,0,0,0,0
"NVE1023",0,0,0,0,1,0,0,0,0,0
"NVE1024",0,0,0,0,0,0,0,0,0,0
"NVE1025",0,0,0,0,0,0,0,0,0,0
"NVE1026",0,0,0,0,0,0,0,0,0,0
"NVE1027",0,0,0,0,0,0,0,0,0,0
"NVE1028",0,0,0,0,1,0,0,0,0,0
"NVE1029",0,0,0,0,0,0,0,0,0,0
"NVE1030",0,0,0,0,1,0,0,0,0,0
"NVE1031",0,0,0,0,0,0,0,1,0,1
