UniqueCount	AmbigCount
23	101
1	0
1	24
39	59
304	103
699	469
316	119
0	0
126	96
871	207
0	14
22	44
3	10
0	10
1	0
0	0
84	48
729	9
733	16
216	29
32	1
71	1
433	69
656	39
516	536
589	10
0	0
1	9
63	3
216	7
1795	1364
163	304
97	107
24	0
316	108
229	5
1591	54
3942	83
121	3
83	8
447	575
6749	175
1931	246
2339	54
48050	922
741	98
1102	27
4810	75
94	2
103	533
5546	114
275	5
390	6
38	28576
3	353
34	276
512	21
342	7
447	31
2593	49
264	3
68	4
561	18
39	1
1277	26
373	10
73	12
176	70
46012	26776
163	32
245	81
84	3
99	8
349	18
127	11
756	211
272	4
1034	17
573	7
855	203
320	6
20	0
21	13031
5	1
598	12
175	10
22	5
423	9
30	102
158	103
102	3
29	1
198	3
1	0
1027	24
618	274
66	317
120	375
80	20
439	9
539	13
212	1
2424	35
424	10
145	2
1042	22
95	2
1199	67
282	7
556	12
429	28
193	2
1	14668
2033	8089
151	37
7	70714
13	716292
8	133681
2	7
22	154
5	344443
10	726564
158	158
2	263775
5	2
810	42
2511	81
1575	25
791	493
3	390
402	6
40	7069
177	7
147	3
268	7
557	5
57	2
68	4996
163	5
543	18
272	3
160	1
73	3
187	8
13	2
23	5
45	2
54	3
70	30
151	2
63	1
51	1
811	297
251	10
219	6
158	2
0	0
249	301
2193	94
2378	84
0	111
100	1
137	397
13	7
30	26
6	1
4278	525
453	70
32	1
447	4
837	17
527	9
407	9
105	1
1921	34
23	73
2	13
0	17
27	1
52	231
30	33
34	0
69	4
164	135
13	0
25	25
9	79
424	65
1021	114
579	21
459	9
353	13
0	0
16	15209
216	18
253	212
66	1
41	127
31	1
94	22
451	55
257	46
3	2012
357	4822
831	7915
6	1
193	4
395	6
546	18
911	9
1222	68
145	24
108	25
1262	27
429	6
300	6
2956	145
208	3
672	14
116	122
1778	868
973	15
6	340
751	16
2151	2752
228	4
194	11
10	2
7761	186
229	2
281	8
244	5
2264	46
13	1
513	165
31	108
320	16
206	17
46	0
0	0
4519	507
635	115
548	14
131	1
606	538
806	67
140	57
89	1
1623	303
84	1
150	19
569	17
57	3
417	155
0	47
0	20
7	56
736	235
1	60
5	335
102	382
3	266
44	0
91	2
196	1
169	7
57	20
34	17
308	107
15	359
60	5
242	365
637	32
175	20
38	39
135	9
2	0
0	101
188	4
905	17
720	10
4	0
62	23
3	79
697	112
232	267
1139	21
129	5
122	24
612	356
710	18
292	56
0	1273
1005	1622
645	176
733	68
1333	25
7373	190
109	29
271	3
56	0
0	179
521	7038
136	2286
688	18
49	2
25	165
510	4250
94	2266
439	708
306	29
41	5
69	45
2	1
0	372
146	1
638	46
183	1
444	29
574	14
1175	271
2551	2025
0	35
1860	72
172	520
1167	261
534	11
238	1
2	21322
137	3
305	6
729	54
14	1
1507	975
0	40
7	28
214	1479
8737	197
42	0
0	0
0	634
7	29
0	38
398	20
1	191
104	0
619	214
1	121
90	50
524	219
392	116
199	5
311	242
22	11
3773	680
480	115
404	27
183	107
215	4
2369	1117
700	178
274	1
14516	641
77	8
124	8
110	0
491	8
1713	48
246	8
202	5
11	0
179	4
534	8
220	13
69878	1368
259	6
8169	297
224	9
319	20
436	7
474	15
1021	27
149	56
579	77
271	61
13	0
1026	140
0	7898
18	6633
267	18
166	37
38	1
1561	11100
21	12
185	52
2048	1081
5609	125
54	73
637	41
1490	134
305	5
536	213
418	93
1	106
179	200
249	34
184	4
864	340
150	2
18767	420
209	18
563	14
164	749
166	5
267	19
360	3
47	1
125	1
530	3
116	57
88	3
124	2
437	10
326	8
487	9
876	2200
299	691
3	29
651	277
5	3
23	8
167	1
132	19
1118	45
1072	22
124	145
83	1
1284	47
377	9
3365	186
1128	28
2	0
53	4
31	2428
4	0
6	4
84	2
28	1
377	51
618	48
272	36
5076	139
605	57
1397	50
8254	172
3119	70
1278	17
729	17
150	9
100	423
325	133
312	307
100	45
121	1
274	5
2391	52
15	0
82	2518
92	2
192	17
604	9
124	16
1417	142
2805	58
87	15
3615	86
314	6
1551	26
381	15
113	113
0	10
0	121
1	20
0	0
53	223
0	97
5126	7938
45	8082
0	1
0	163
8	24
113	478
1	67
0	10
0	27
0	69
0	162
5	43
71	87
2082	60
119	100
226	4513
125	54
76	0
0	42
0	29
8	94
1	48
23	1096
400	60
116	1
419	6
10	0
225	5
