UniqueCount	AmbigCount
13	81
1	0
1	18
24	30
219	89
504	275
255	76
0	0
114	50
693	147
0	15
13	63
7	8
3	7
0	0
1	1
84	47
444	10
782	16
191	22
32	1
41	0
320	55
526	28
324	341
453	8
0	0
2	2
36	5
156	3
1323	1051
135	204
65	112
24	0
305	114
156	3
1261	47
3154	66
97	1
40	10
390	407
5028	103
1554	198
1538	34
43031	782
348	56
938	21
3756	83
62	0
76	353
3329	67
245	1
260	8
29	17149
6	224
16	147
296	5
240	7
468	15
1830	44
190	6
52	1
298	4
32	4
921	20
241	3
68	13
158	62
38187	24867
165	32
234	61
53	3
94	11
274	10
71	7
585	157
218	4
930	21
363	8
628	111
230	6
15	0
9	7702
10	1
486	6
140	6
12	5
347	17
21	69
120	69
96	1
28	3
110	3
0	0
896	14
412	231
32	205
82	240
57	16
275	6
440	6
152	4
1853	29
267	6
106	3
871	13
61	1
1517	71
247	13
408	8
344	24
138	1
3	13388
1611	6780
167	36
9	42257
6	425111
3	76449
0	5
26	43
3	209382
5	434457
23	38
0	154798
0	1
748	31
1768	58
1105	33
469	295
3	220
352	6
42	6154
211	14
99	8
331	8
329	6
27	3
59	5574
172	3
487	12
262	1
147	4
66	1
170	4
13	2
15	2
35	0
64	2
43	27
102	4
53	1
27	3
538	212
167	4
144	5
125	3
0	0
221	267
1758	83
2039	72
0	61
79	0
241	485
9	8
20	15
4	4
2470	349
305	67
31	1
267	8
645	14
322	7
341	6
83	1
2027	54
19	102
2	17
0	18
20	0
72	195
42	39
39	0
68	2
125	134
7	0
16	16
4	48
406	63
855	100
435	9
354	9
380	11
1	0
4	19026
146	9
166	186
40	1
41	117
30	1
65	19
386	35
212	29
1	1620
306	3852
676	6275
10	7
144	3
252	7
450	18
766	12
967	21
89	9
79	6
926	26
318	4
202	7
2389	100
144	2
568	8
441	187
1339	692
592	19
4	236
518	10
1579	2003
165	8
144	5
21	1
5419	118
183	2
192	3
146	3
1521	23
7	0
339	113
27	84
245	18
246	19
34	0
0	0
3818	459
447	63
656	11
132	2
525	401
542	50
118	48
65	0
1098	233
73	3
138	22
2179	57
139	17
689	200
0	17
0	30
3	49
279	81
0	45
9	211
53	255
1	221
32	2
84	3
148	3
133	3
66	19
35	12
240	84
8	288
36	12
180	292
367	13
108	10
19	25
71	13
4	0
0	63
139	4
707	13
360	10
13	0
76	22
1	52
547	84
186	211
718	18
87	3
93	15
383	219
528	13
185	34
0	1055
851	1314
557	170
500	40
714	15
5314	109
81	19
449	7
22	0
0	165
432	5908
138	1725
495	9
34	5
21	107
294	2988
69	1715
377	593
217	15
31	0
68	36
0	0
0	308
136	3
391	30
120	2
388	15
339	7
931	231
2107	1610
0	41
1066	45
174	429
783	186
339	4
187	6
0	18936
108	2
315	2
604	64
15	0
1198	906
2	22
9	30
152	1201
5905	136
23	0
0	0
1	492
9	28
3	37
188	8
0	174
61	5
469	163
1	145
69	54
505	238
262	98
159	8
187	166
30	17
2139	396
433	84
362	22
159	68
214	3
1693	855
450	120
169	5
10241	454
77	3
75	4
82	1
304	15
1008	36
156	3
203	4
9	0
105	5
428	11
154	8
62681	1197
199	4
7785	267
152	0
222	22
355	6
362	11
755	14
63	18
386	64
226	44
13	1
849	95
0	7838
15	5862
205	8
138	9
23	0
694	4605
14	0
171	44
1532	1765
5193	151
43	171
524	40
1238	148
171	10
398	184
312	70
0	119
153	180
197	19
121	1
647	225
136	5
16365	380
132	9
346	13
96	465
91	7
275	16
191	1
44	1
73	1
305	6
103	38
95	3
72	1
318	6
254	5
457	10
598	1360
203	447
0	17
547	237
0	3
19	6
128	3
91	8
833	28
774	8
93	97
44	1
826	29
334	6
3295	201
986	19
1	0
46	2
16	1586
8	0
11	1
57	0
16	0
234	41
373	31
253	20
3713	82
510	53
1160	33
5034	101
2260	46
982	28
808	21
131	2
53	299
244	96
244	227
83	29
88	5
145	0
1627	55
30	0
60	2290
55	1
140	16
352	4
72	11
926	106
1574	34
43	7
1647	40
222	4
1438	21
234	13
88	77
0	2
0	57
0	11
0	0
40	150
0	59
4311	7507
46	7057
0	1
3	121
0	38
75	305
0	46
2	6
0	26
0	62
0	161
2	32
45	57
1752	56
83	71
173	3263
99	37
53	2
0	41
0	15
2	65
0	46
16	782
374	55
95	2
326	12
10	0
131	2
153	4
1090	33
289	3
420	11
533	7
24	0
265	12
51	9
571	10
917	83
1470	137
513	736
24	60
125	0
102	735
540	17
288	6
596	156
270	5
159	5
456	6
96	0
1364	56
320	2
0	42
789	19
789	151
107	2
97	3
64	1
636	19
192	23
94	72
901	18
451	119
351	220
133	17
413	8
256	6
389	98
6	3
192	18
55	1
1699	26
262	2
435	9
85	17
313	22
852	23
37	1
630	195
70	5
400	9
50	2
0	0
121	6
195	1
70	276
33	0
88	3203
4	2337
0	105
7	3
0	16
36	138
0	23
263	86
71	14
0	25
263	10
1	5591
0	68
12	28
12	1637
92	2
30	128
731	37
517	134
1	60
174	11
603	211
239	8
176	1182
176	26
310	161
0	28
536	116
363	107
30	120
42	0
217	94
736	15
1026	347
15	0
86	5
31	3
214	4
808	351
15	1
6	99
317	77
1329	23
624	934
130	2
117	4
70	1
58	1
2872	678
4061	119
4	710
66	0
250	6
211	29
15	1
108	0
107	42
3	1
81	1
52	1
98	63
451	95
163	3
179	8
181	2
243	24
605	112
56	1
1207	32
8	0
6	401
11	0
419	7
770	19
315	2
371	69
1667	563
23	6
230	11
209	45
134	4
16	138
0	1587
4	23239
0	1523
32	2
0	101
2	73
0	27
121	37
0	24709
1	253
0	0
22	40
21	3651
3	3
0	19
0	0
0	195
71	25
66	15
172	373
1	76
21	0
2	32
114	100
139	42
36	15
193	9
35	4
592	78
85	172
43	2
0	190
1	0
147	22
267	144
0	81
161	4
154	0
280	4
156	3
11	1
65	2
219	259
2169	41
377	182
629	11
3176	128
373	34
1846	67
3	11
437	5
218	16
236	62
519	53
116	43
58	162
159	29
418	35
6099	139
99	0
123	0
331	52
235	13
968	21
42	6
76	110
176	3
375	5
254	2
119	5
248	10
2615	44
18	0
1223	20
189	892
16	3
0	3
47	312
241	4
652	12
6279	123
127	3
0	0
1	1
0	2002
0	365
0	13
461	43
0	131
0	86
197	102
0	27
1	168
86	793
0	29804
0	20
71	1068
258	1017
0	11
0	7
36	424
0	39
0	60
0	0
0	29
0	410
0	12
0	11
1	199
46	5
74	0
35	0
33	44
19	2269
57	975
0	1047
37	482
0	198
63	17
325	21
235	30
0	2948
97	1
12	1
32	38
192	5
1295	22
324	10
38	98
281	22
109	1
97	1
1296	24
590	9
177	2
27296	480
42	42976
344	26995
10	71
213	121
113	115
120	166
136	2
1333	31
430	32
3	1
187	19
225	138
615	28
200	18
844	3378
105	14
506	4
0	24
7155	143
71	193
3	85
333	8
0	2
0	0
6	21
2923	48
312	4524
3	1
5	33
0	5
200	29
11	41
0	7
1	0
0	0
46	24
243	61
0	27
0	25
0	113
0	3
0	0
176	50
1	53
474	56
53	17
3	209
0	25
3	22
4	734
2	1553
0	0
0	31
0	40
0	190
147	16
213	11
3145	207
271	2
103	5
52	5
125	6
1061	210
204	24
686	73
130	16
290	120
35	55
114	2
34	0
231	83
366	84
22	0
312	32
17	43
565	358
8	0
1015	18
718	17
363	172
46	1
5	18
9972	8510
60	1
169	3
556	12
89	1
23	0
497	8
367	10
646	32
973	45
153	8
188	3
142	145
134	2
1074	25
585	9
26	0
161	0
2099	97
1008	68
47	2
117	9
1	513
58	23
2	249
97	2985
656	28
11	823
933	908
0	178
0	1
59	27
15	40
0	175
0	20
1	225
0	383
2	11
2	133
2	608
0	147
14	3
7647	160
89	249
152	6
232	130
483	20
440	15
35	125
13	45
153	5
236	4
1065	12
161	2
393	5
63	0
177	0
399	12
606	17
1197	27
81	2
61	458
92	3
37	27
67	711
0	0
0	33
0	33
9	0
301	9
223	896
567	918
287	1
32	733
12	321
264	10
424	12
99	1
23	0
286	4
123	7
176	3
17	0
0	3
31	3
437	35
259	5
74	3
280	28
180	16
737	18
1009	34
406	11
262	10
98	31
0	0
121	2
130	3
59	15
278	393
6	22
1202	38
93	14
1333	462
332	9
188	2
99	6
9	213
0	151
30	251
0	198
0	66
0	3
52	59
0	40
0	169
11	1
323	5
1542	37
0	140
0	3
0	45
14	60316
99	162
2	49
0	16
0	35
3	0
53	80
0	2
0	3
0	1237
1	42
165	71
47084	12288
0	88
36	329
141	219
12	1
13	33
6	23
5	0
0	0
0	2
0	0
13	15
6	7
95	51
309	385
22	188
224	135
10	7
295	866
0	233
232	211
27	0
125	2
6	1
0	9
9	34
4	22
594	122
37	0
44	2
346	5
13	5
30	1567
38	8
7	65
0	16
327	7
0	24
0	42
0	17
0	36
0	19
7	127
0	13
0	52
0	8616
0	7
1	51
4	1
0	15594
16	17545
13	37391
1	28899
249	28
213	3
112	2
203	2
304	2
327	17
20105	339
799	26
11	2
464	13
346	5
141	2
131	2
70	1
0	48
648	10
4	94
168	3
575	50
110	0
152	5
411	8
91	4
96	4
83	4
18	0
923	395
1003	17
21	1
1	0
2255	67
162	57
220	0
30	73
2	73
0	619
213	4
155	5
1372	31
427	6
647	9
1201	28
23	2
232	55
543	11
101	4
20	0
161	76
39	16
151	2265
0	44
2	49475
251	3724
0	311
1	15
3	1
0	4
13	44
0	21
68	11
0	20168
1	4
0	160
403	233
0	0
2357	140
196	23
374	26
1398	33
340	2
162	3
276	5
20	0
2216	2816
729	81
3	0
93	6
43	0
10	401
76	2
8	0
2196	818
0	66
242	8
3092	69
209	5
242	8
333	3
24715	541
42	54
392	1
272	45
12	435
1214	135
129	0
432	37
240	63
130	4
488	30
326	2
52	200
839	7
779	104
310	160
121	48
456	7
207	3
2	0
259	453
14044	269
403	19
193	3
112	0
287	10
22	8
48	15
0	6
27	3
0	115
0	25
0	7
127	45
1	50
0	3
0	83
55	68
223	10
473	148
356	73
298	115
167	60
451	59
134	1
0	14
0	34
21	0
88	1464
148	55
743	18
199	3
34	1
25	1
3271	47
302	4
5	159
2881	152
674	98
1308	25
151	6
390	13
507	7
2153	58
256	32
301	38
41	1
1688	29
160	5
4	1
607	22
220	8
1097	19
351	4
200	7
442	8
725	19
135	3
71	12
437	8
210	501
40	8
749	2155
962	30
589	15
5094	92
153	0
17	0
29	4
1076	23
4316	1643
43	72
368	6
63	0
88	16
113	4
27	2
63	2
53	0
35	0
57	0
788	17
619	10
606	16
963	23
133	4
47	1
174	14
6249	166
1945	288
170	73
267	3
1285	24
11	0
377	64
130	13
78	2
93	18
264	251
827	74
536	9
20	16
21	14
1473	30
32	38
1692	23
835	10
276	6
0	117
66	0
201	65
386	5
72	0
180	5
263	9
88	2
230	3
111	18
28	13
1	1
3273	106
696	12
31	0
735	14
33	2
162	4
74	4
229	9
13	27
765	11
0	199
53	0
379	9
86	2
0	199
229	74
5	7
70	10
463	9
855	11
225	178
1	173
739	18
7	1
1728	613
12	5
0	0
171	21
661	7
360	27
357	213
33409	638
62	54
1825	58
123	1
296	15
129	40
55	22
368	14
109	3
808	274
83	19
125	53
293	11
55	9
93	83
1	421
3	3
27	145
0	52
1	117
5	55
0	118
3	44
59	412
0	133
0	124
3	72
67	407
0	129
26	0
607	4
97	213
3	30
710	572
306	20
16	30
135	0
245	9
14	30
51	32
515	7
149	7
27	0
90	48
225	242
0	105
18	16
72	127
233	2
485	13
240	1
121	13
183	54
16	0
17	1
299	5546
1	1446
