UniqueCount	AmbigCount
12	71
2	0
0	25
16	36
270	93
693	439
286	114
0	0
127	52
755	150
1	17
9	54
7	12
0	11
0	0
0	0
73	42
592	5
717	5
406	34
28	0
59	0
377	73
529	15
420	403
536	10
3	0
1	17
34	1
175	1
1659	1387
162	280
74	117
30	0
357	86
234	3
1506	23
3645	28
98	1
102	4
511	609
6026	77
1705	222
2429	25
40408	315
343	29
1067	15
3529	34
80	0
111	411
4956	46
223	1
317	1
24	23326
6	267
13	184
400	8
266	2
261	3
2443	26
222	2
97	1
415	5
34	1
1138	4
300	2
106	10
168	63
37652	21588
133	19
209	64
54	0
88	3
272	10
90	5
694	175
224	3
995	4
560	3
924	200
285	5
12	0
22	10478
8	0
580	1
190	9
18	7
326	4
32	85
125	87
86	1
24	0
170	1
1	0
1291	11
572	243
30	208
105	247
96	24
402	3
490	1
203	1
2215	14
278	1
145	4
1099	11
90	1
2213	96
246	5
544	3
357	30
170	1
8	40351
3607	14672
125	16
14	84688
12	902282
3	171793
1	4
30	116
6	413462
13	908224
131	122
3	331782
5	15
954	25
1956	39
1406	38
556	428
6	365
432	3
50	6653
118	7
110	1
169	4
435	6
42	0
50	6464
167	1
517	6
188	0
157	1
78	0
168	1
11	1
28	3
42	0
45	2
39	7
72	0
35	0
32	0
704	265
197	3
168	0
157	2
0	0
227	236
2229	70
2295	75
0	102
69	0
58	125
5	6
52	38
7	2
4205	469
488	65
28	1
362	2
886	9
512	6
478	3
119	1
1902	29
21	86
0	10
0	9
35	0
61	174
28	29
49	0
78	1
137	126
9	0
17	22
5	67
369	45
1098	106
651	7
433	2
255	7
1	0
7	17841
198	8
276	252
57	0
50	135
24	1
83	16
460	44
298	38
2	3489
337	5861
1070	12071
11	2
131	3
261	2
562	6
773	7
1115	43
146	13
93	12
1225	10
319	1
303	3
2830	88
202	2
791	5
369	134
1656	751
831	11
3	362
602	6
2331	2688
192	6
181	1
13	1
5806	61
261	1
308	5
150	1
2078	10
13	0
404	64
36	92
264	8
245	9
38	2
0	0
4604	413
672	87
591	3
98	1
590	412
634	50
104	40
46	0
1503	292
79	0
145	26
2441	33
96	8
715	253
0	32
0	30
8	50
516	161
0	87
3	294
81	363
3	241
29	1
84	0
169	2
157	0
53	40
36	10
320	80
9	327
27	17
231	327
620	4
155	3
41	29
112	4
3	0
0	105
162	8
740	13
633	6
13	0
91	43
0	72
600	109
210	270
910	5
138	3
136	13
615	358
825	8
276	39
1	1155
943	1512
663	135
580	43
970	10
6607	94
122	23
242	3
25	0
0	156
344	4561
133	1836
695	5
58	1
19	127
424	3317
96	1826
492	606
318	16
38	0
69	42
1	0
0	312
159	1
469	27
180	1
454	24
507	4
1062	210
2571	1949
0	57
1522	51
269	686
1166	323
451	8
185	1
0	16038
122	0
447	4
708	61
14	0
1676	1098
0	35
11	45
148	1301
7770	77
52	2
0	0
0	443
13	30
1	48
586	22
3	277
103	1
568	203
0	143
77	46
631	260
412	110
183	8
261	186
29	39
3035	517
605	92
339	22
193	80
260	1
2404	1302
649	144
216	1
12938	413
77	12
96	11
76	0
379	1
1397	18
141	0
254	3
5	0
181	6
466	2
208	15
60760	503
209	2
8440	169
190	1
303	16
394	6
542	21
1102	23
66	22
477	51
218	39
17	0
886	59
0	8259
15	6269
283	13
140	39
34	0
1084	7600
30	15
240	60
1910	1788
4822	71
54	102
520	35
1233	105
335	6
430	263
412	82
1	118
182	194
297	44
132	1
796	321
131	1
14713	132
182	14
454	6
148	675
107	9
255	10
305	0
41	0
126	0
373	4
135	60
98	3
110	1
381	3
337	1
524	5
761	1359
277	551
0	28
610	241
7	4
17	2
144	2
143	7
970	14
971	10
136	120
47	1
1236	26
348	4
3757	177
1139	2
3	0
63	4
28	2428
7	0
14	4
60	2
22	0
347	51
761	76
256	26
4162	41
722	66
1202	39
6306	49
3005	30
1214	8
753	6
180	0
70	392
316	123
340	319
81	49
101	1
234	2
3398	43
36	0
112	2986
95	2
193	19
586	5
85	11
795	75
1562	15
54	6
2694	22
335	4
1652	13
372	10
120	109
0	7
0	60
1	16
0	0
57	154
0	77
5051	8738
60	8455
0	2
0	135
3	16
73	435
1	32
1	3
0	31
0	87
0	174
0	32
46	74
1847	24
101	95
220	4035
152	52
66	0
0	35
0	33
9	101
0	54
14	808
442	60
97	4
440	10
16	0
202	3
286	3
1313	15
340	4
580	6
627	5
18	0
719	61
183	48
773	17
1015	84
2247	146
533	920
6	19
112	3
79	517
637	18
346	3
1063	219
364	1
378	2
618	3
92	1
1560	49
375	4
0	39
1861	22
1328	304
92	3
104	3
81	1
1100	6
179	12
123	78
882	9
498	140
514	297
170	25
455	9
334	0
847	216
3	2
199	23
46	0
2410	19
307	2
550	3
103	13
634	34
1259	26
26	1
690	132
68	7
794	13
115	4
1	0
49	1
217	2
108	333
32	0
135	5634
12	3978
0	106
6	2
0	13
54	243
0	19
251	70
90	20
0	36
401	5
1	5066
0	231
4	47
15	2141
95	4
28	169
1025	32
765	143
0	82
223	3
706	275
267	2
258	1173
173	29
467	234
0	61
840	205
443	124
26	148
46	1
293	67
786	3
1313	451
15	0
78	5
36	2
240	0
921	353
17	0
11	129
479	95
1577	15
834	952
141	1
177	1
79	0
40	3
3975	850
4246	75
5	609
65	1
215	1
387	28
27	0
94	0
136	46
8	0
124	2
75	0
116	44
663	120
178	0
334	4
206	3
451	37
833	135
62	0
1053	26
11	0
2	367
6	0
458	7
987	12
328	2
414	73
2034	711
36	0
390	5
205	47
172	0
26	179
0	477
4	42001
0	1935
18	2
0	108
0	119
0	33
242	60
1	60400
2	288
0	0
28	33
10	3162
3	1
0	29
0	0
0	246
68	50
72	25
163	431
3	73
8	0
1	47
143	150
166	41
62	17
242	17
40	4
739	89
81	150
49	0
0	164
0	0
145	30
425	130
4	142
156	2
92	0
323	1
181	3
4	1
71	6
217	262
3026	34
495	184
824	11
3871	140
380	27
2529	53
3	28
601	2
275	25
534	121
833	121
147	46
57	322
175	43
508	28
7639	81
93	2
133	2
352	42
299	11
684	6
47	10
82	98
150	0
546	5
310	2
106	0
325	2
3002	24
10	0
1315	7
257	1198
4	0
0	0
83	312
295	2
852	5
7790	82
158	4
0	3
0	0
1	1393
0	619
0	13
1065	127
0	207
0	129
257	93
0	44
1	191
76	531
1	45566
0	20
109	1049
291	1201
0	11
1	18
56	640
1	24
0	134
0	0
0	41
0	360
0	14
0	14
1	191
74	3
70	1
46	0
41	44
30	3062
97	1256
0	1412
61	634
0	210
56	12
308	22
304	28
1	5501
87	0
10	1
26	36
225	6
1567	8
442	13
55	143
354	27
95	0
97	1
1429	13
737	4
223	1
26447	185
38	48107
484	29020
19	103
358	161
